Rank,Industry,Sector,Relative Strength,1 Month Ago,3 Months Ago,6 Months Ago,Ticker
36,Food Distribution,Consumer Defensive,60,60,59,50,"WILC,CHEF,USFD,SPTN,PFGC,UNFI,SYY,AVO,CVGW,MTEX,DIT,ANDE,TWG"
37,Education & Training Services,Consumer Defensive,60,59,64,57,"QSG,LGCY,COE,STG,LINC,DAO,APEI,FEDU,COUR,UTI,LAUR,ATGE,LRN,PRDO,GHC,LOPE,TAL,MH,UDMY,EDU,STRA,AFYA,SKIL,FC,KLC"
38,Luxury Goods,Consumer Cyclical,60,60,51,62,"TPR,SORA,SIG,REAL,LUXE,ELA,MOV,CPRI"
39,Specialty Industrial Machinery,Industrials,60,56,41,57,"PSIX,SMR,GEV,SYM,AMSC,NNE,GHM,MIR,HUHU,XMTR,GTLS,NPO,ROK,GTES,GNRC,EMR,WTS,ETN,JBTM,TAYD,CR,PH,CMI,RRX,ITT,ATS,FLS,KAI,CXT,SERV,GRC,PNR,MWA,HURC,XYL,MIDD,DCI,AME,ITW,HLIO,LXFR,THR,GGG,KRNT,SXI,NDSN,FELE,DOV,IR,TNC,AOS,EPAC,TWIN,OTIS,IEX,OFLX,CSW,HI,PKOH"
40,Resorts & Casinos,Consumer Cyclical,59,54,24,33,"MLCO,HGV,WYNN,MCRI,LVS,BYD,RRR,VAC,MGM,PENN,GDEN,CPHC,MTN,CZR,BALY"
41,Electronic Gaming & Multimedia,Communication Services,58,52,44,40,"RBLX,NTES,SKLZ,SOHU,TTWO,EA,GRVY,GDEV,DDI,TRUG"
42,Utilities - Regulated Electric,Utilities,58,58,76,54,"OKLO,KEP,GNE,ETR,ELPC,TXNM,ELP,EMA,CEPU,CNP,VIASP,IDA,AEP,EVRG,XEL,AEE,EDN,WEC,LNT,PEG,FTS,PPL,ES,SO,DTE,OGE,EXC,D,NGG,CMS,DUK,HE,PNW,FE,ED,NEE,NWE,POR,MGEE,EIX,PCG"
43,Credit Services,Financial Services,57,65,59,71,"SEZL,MCVT,SOFI,UPST,XYF,OPRT,OPFI,LX,FOA,SYF,FINV,COF,WRLD,SLM,BFH,OMF,MFIN,ENVA,NNI,V,AXP,FCFS,GDOT,MA,ATLC,ALLY,QFIN,RWAY,EZPW,YRD,SLMBP,CACC,PYPL,OMCC,RM,ANTA,ATLCP,AGM,NAVI,JCAP,ECPG,CPSS,PMTS,PRAA,WU"
44,Discount Stores,Consumer Defensive,57,69,76,58,"DLTR,OLLI,DG,PSMT,WMT,BJ,COST,TGT,TBBB"
45,Internet Content & Information,Communication Services,57,58,48,57,"AREN,SOGP,GRPN,NBIS,JFIN,TME,RDDT,CMCM,SPOT,GENI,JOYY,MOMO,BZ,BILI,BMBL,PINS,META,Z,ZG,PERI,VBIX,GOOGL,GOOG,WB,RUM,LCFY,EVER,MTCH,IAC,OPRA,ANGI,ATHM,YELP,BIDU,NRDS,SNAP,UPWK,MAX,FVRR,CARS,SSTK,DOYU,WBTN,THRY,SCOR,TZOO,DJT,DJTWW"
46,Oil & Gas Integrated,Energy,57,38,37,42,"NFG,TGS,YPF,IMO,E,DEC,EQNR,SHEL,SU,BP,CVX,CVE,PBR,XOM,TTE,EC,CRGY"
47,Oil & Gas Refining & Marketing,Energy,56,45,30,32,"PARR,DK,CVI,DINO,MPC,DKL,VLO,PSX,WKC,DLXY,PBF,SGU,CAPL,SUN,IEP"
48,Rental & Leasing Services,Industrials,56,54,44,55,"CAR,HTZ,ALTG,CTOS,FTAI,R,URI,AL,MGRC,AER,GATX,FTAIM,FTAIN,WLFC,PRG,WSC,UHAL,HRI,VSTS"
49,Auto Manufacturers,Consumer Cyclical,55,55,54,40,"FLYE,CYD,XPEV,ZK,TSLA,LI,RACE,GM,HMC,F,RIVN,TM,VLCN,AYRO,STLA"
50,Waste Management,Industrials,55,69,56,58,"MEG,PESI,GFL,WM,NVRI,RSG,WCN,CLH,CWST"
51,Department Stores,Consumer Cyclical,55,29,8,31,"DDS,KSS,M"
52,Financial Data & Stock Exchanges,Financial Services,55,60,54,60,"COIN,MKTW,NDAQ,CME,CBOE,ICE,MCO,TRU,SPGI,MSCI,FDS,MORN,DNB,VALU"
53,Restaurants,Consumer Cyclical,54,55,42,53,"MB,YOSH,VENU,EAT,BH,SHAK,PBPB,CAKE,RRGB,BDL,KRUS,CBRL,BROS,WING,YUMC,DRI,CNNE,NATH,PZZA,BJRI,TXRH,SBUX,YUM,DPZ,HDL,QSR,MCD,FWRG,LOCO,PTLO,DIN,CAVA,BLMN,ARCO,CMG,RICK,ARKR,CHA,WEN,JACK,SG"
54,Software - Infrastructure,Technology,54,61,56,65,"SUPX,AEVA,PLTR,ARQQ,PGY,CRWV,PAYS,GRRR,PDYN,TAOX,VHC,NET,RBRK,JG,ORCL,ALLT,AFRM,AISP,TWLO,TOST,ODD,CALX,ZS,NYAX,AMBR,KPLT,NN,BASE,CYBR,AVPT,CTLP,CORZ,CRWD,SNPS,GCT,YEXT,MQ,FFIV,MSFT,NTNX,VRNS,RDWR,VRSN,FOUR,FTNT,RAMP,GB,XYZ,ATEN,CSGS,IIIV,ALAR,DLO,GEN,MDB,CGNT,SAIL,INFA,WEX,STNE,AVDX,CFLT,EVCM,OKTA,BOX,EXOD,PRTH,TCX,QLYS,NTCT,PANW,PAY,EEFT,DBX,CPAY,EVTC,DOX,VRNT,OS,OSPN,AI,KVYO,RELY,PATH,CCSI,SANG,BLZE,GDDY,ZETA,IOT,PAYO,CHKP,BAND,S,TENB,ACIW,FIVN,GTLB,CINT,APPN,AKAM,PAGS,FLYW,BKKT,PRGS,KSPI,TDC,DOCN,WIX,CLBT,SNCR,RPD,ARAI,PSFE,FATN,DAVA,IMXI,MLGO"
