Rank,Industry,Sector,Relative Strength,1 Month Ago,3 Months Ago,6 Months Ago,Ticker
12,Aerospace & Defense,Industrials,74,76,63,62,"RKLB,VWAV,ISSC,KTOS,PL,EVEX,ATRO,ACHR,ESLT,OPXS,KRMN,TATT,AXON,AVAV,SIF,HWM,ERJ,VSEC,DCO,LUNR,WWD,CW,GE,RDW,BWXT,PKE,HEI,BYRN,CAE,MRCY,BA,RTX,DRS,AIR,EVTL,LHX,HII,TDG,NOC,NPK,SPR,GD,EH,POWWP,HXL,CODA,TXT,SARO,CDRE,LOAR,RGR,VVX,AIRO,LMT,SWBI,VOYG,PEW"
13,Capital Markets,Financial Services,72,73,55,76,"CRCL,BMNR,HOOD,IREN,FUTU,IBKR,TIGR,FRGE,RIOT,HUT,SNEX,LPLA,CIFR,GS,SCHW,COHN,OPY,VIRT,EVR,WULF,PJT,GLXY,MRX,MS,SF,NMR,PIPR,HLI,ETOR,LAZ,MC,TW,CLSK,PWP,JEF,BGC,XP,MARA,MKTX,NCTY,SRL,AMRK,CNCK"
14,Communication Equipment,Technology,70,76,61,79,"ASTS,COMM,TSAT,LITE,FEIM,AAOI,UI,VSAT,BKTI,CIEN,GILT,CLFD,EXTR,CSCO,ADTN,BDC,SILC,DGII,HPE,ZBRA,VIAV,AVNW,NTGR,AUDC,MSI,ERIC,HLIT,INSG,CLRO"
15,Electrical Equipment & Parts,Industrials,70,68,45,61,"AMPX,BE,LTBR,RFIL,EOSE,ESP,VRT,ENVX,AEIS,ULBI,POWL,NVT,AYI,HUBB,PLPC,KE,HAYW,ENS,ATKR,ADSE,IPWR,ENR"
16,Travel Services,Consumer Cyclical,68,60,55,80,"RCL,CUK,CCL,VIK,NCLH,TNL,LIND,BKNG,EXPE,TRIP,TCOM,ABNB,MMYT,PRSU,GBTG"
17,Agricultural Inputs,Basic Materials,67,77,64,46,"MOS,UAN,ICL,CTVA,IPI,CF,NTR,SMG,FMC"
18,Utilities - Renewable,Utilities,67,59,53,31,"WAVE,ENLT,CEG,BEPC,RNW,ORA,ELLO,CWEN,BEP,FLNC,STEM,EBR,XIFR,HTOO"
19,Electronic Components,Technology,67,68,50,66,"NEON,OUST,CLS,TTMI,BELFB,ALNT,JBL,SANM,APH,FN,BELFA,GLW,FLEX,TEL,OSIS,KULR,KN,DAKT,LFUS,LINK,ELTK,LYTS,VICR,BHE,PLXS,RELL,MPTI,CTS,OLED,ROG,MEI,GAUZ"
20,Airlines,Industrials,66,58,48,76,"LTM,RYAAY,UAL,SKYW,CPA,VLRS,ALK,DAL,LUV,AAL,SNCY,ALGT"
21,Aluminum,Basic Materials,66,60,28,37,"CENX,CSTM,KALU,AA"
22,Airports & Air Services,Industrials,66,76,87,65,"JOBY,OMAB,PAC,CAAP,ASR,ASLE"
23,Gambling,Consumer Cyclical,65,64,52,57,"SBET,SGHC,RSI,FLUT,DKNG,ACEL,CDRO,INSE,LNW,CHDN,GAMB,BRSL"
24,Solar,Technology,65,65,8,8,"TOYO,SEDG,FTCI,NXT,SHLS,FSLR,JKS,RUN,ARRY,CSIQ,ENPH"
25,Entertainment,Communication Services,64,74,60,62,"CNVS,WBD,LLYVK,LLYVA,ROKU,NFLX,STRZ,DIS,FOXA,TKO,SPHR,LYV,FOX,MANU,FWONK,IMAX,PLAY,FWONA,PARA,NWS,BATRK,BATRA,NWSA,MCS,RDIB,RSVR,MSGS,CNK,WMG,BREA,SIRI,PARAA,AMCX"
26,Internet Retail,Consumer Cyclical,64,54,56,64,"TDUP,SBDS,W,DASH,BYON,SE,EBAY,CPNG,AMZN,BABA,MELI,ETSY,CART,CHWY,VIPS,PDD,RVLV,JD,LQDT,GLBE,JFBR,QVCGP"
27,Scientific & Technical Instruments,Technology,64,63,51,63,"ACFN,MIND,COHR,ESE,TRMB,ITRN,TDY,VNT,GRMN,ITRI,CGNX,LGL,ST,KEYS,VPG,MKSI,BMI,FTV,NOVT,ASTC,MLAB"
28,Financial Conglomerates,Financial Services,64,30,25,34,"FRHC,RILYL,RILYP,RILY,IX,VOYA,HTH,TREE"
29,Farm & Heavy Construction Machinery,Industrials,63,68,38,40,"VAPE,AGFY,REVG,MTW,CAT,OSK,ALG,AGCO,DE,TWI,BLBD,ASTE,TEX,CNH,LNN,PCAR,AEBI,GENC,WNC,HY,CMCO"
30,Industrial Distribution,Industrials,63,59,45,44,"DXPE,REZI,EVI,WCC,CNM,FAST,FERG,GIC,AIT,TITN,MSM,DNOW,SITE,DSGR,GWW,WSO,POOL,BXC"
31,Education & Training Services,Consumer Defensive,62,57,64,58,"QSG,LGCY,COE,DAO,COUR,LINC,APEI,STG,FEDU,UTI,LAUR,ATGE,PRDO,LRN,GHC,TAL,LOPE,UDMY,MH,STRA,EDU,AFYA,SKIL,FC,KLC"
32,Auto Parts,Consumer Cyclical,62,65,41,37,"HSAI,STRT,QS,CPS,MPAA,GTX,MOD,AAP,SRI,ADNT,VC,DAN,BWA,PHIN,ALV,ORLY,AZO,PLOW,APTV,FOXF,ATMU,GPC,DORM,MGA,SMP,GT,GNTX,LEA,MBLY,THRM,XPEL,ALSN,LKQ,MNRO,MLR"
33,Utilities - Regulated Electric,Utilities,61,55,76,53,"OKLO,KEP,GNE,ETR,ELPC,TXNM,EMA,CNP,ELP,CEPU,IDA,VIASP,XEL,EVRG,AEE,AEP,EDN,WEC,PEG,LNT,FTS,DTE,ES,OGE,EXC,SO,PPL,CMS,NGG,D,DUK,FE,PNW,HE,ED,NEE,NWE,MGEE,POR,EIX,PCG"
34,Pharmaceutical Retailers,Healthcare,61,73,52,5,WBA
35,Specialty Industrial Machinery,Industrials,60,58,42,56,"PSIX,SMR,AMSC,GEV,SYM,GHM,NNE,MIR,XMTR,GNRC,HUHU,ROK,NPO,GTES,EMR,GTLS,WTS,JBTM,ETN,CR,TAYD,ITT,PH,CMI,XYL,RRX,FLS,ATS,CXT,GRC,SERV,PNR,AME,HURC,MWA,ITW,MIDD,DCI,KAI,GGG,HLIO,THR,TNC,SXI,FELE,NDSN,DOV,AOS,KRNT,LXFR,IR,TWIN,EPAC,OTIS,OFLX,IEX,CSW,HI,PKOH"
36,Medical Distribution,Healthcare,60,71,68,56,"YI,CAH,MCK,COR,HSIC,OMI"
37,Semiconductors,Technology,60,62,32,49,"ALMU,NVTS,CRDO,ALAB,LASR,WKEY,AVGO,NVDA,AMD,RMBS,ALGM,POET,PXLW,SIMO,TSM,SMTC,AIP,MCHPP,MXL,SITM,MTSI,PI,HIMX,MU,MCHP,SLAB,MRVL,TSEM,ON,SKYT,ARM,ADI,MPWR,NXPI,VSH,TXN,ASX,STM,UMC,MRAM,QRVO,LSCC,DIOD,QCOM,CRUS,GFS,AOSL,NVEC,SYNA,INTC,QUIK,IMOS,CEVA,POWI,SWKS"
38,Credit Services,Financial Services,59,66,61,69,"SEZL,MCVT,SOFI,XYF,UPST,OPRT,LX,OPFI,FOA,SYF,FINV,COF,WRLD,SLM,BFH,MFIN,OMF,NNI,FCFS,ENVA,EZPW,V,RM,GDOT,AXP,MA,ATLC,RWAY,QFIN,ALLY,YRD,SLMBP,CACC,ATLCP,PYPL,OMCC,NAVI,AGM,ANTA,JCAP,ECPG,CPSS,WU,PRAA,PMTS"
39,Discount Stores,Consumer Defensive,59,69,77,55,"DLTR,OLLI,DG,PSMT,WMT,BJ,COST,TBBB,TGT"
40,Confectioners,Consumer Defensive,59,58,72,18,"TR,HSY,MDLZ"
41,Food Distribution,Consumer Defensive,58,60,59,49,"WILC,CHEF,SPTN,USFD,PFGC,UNFI,AVO,SYY,CVGW,MTEX,DIT,ANDE,TWG"
42,Luxury Goods,Consumer Cyclical,58,61,52,62,"TPR,SORA,LUXE,SIG,REAL,ELA,CPRI,MOV"
43,Oil & Gas Integrated,Energy,57,41,34,42,"NFG,TGS,YPF,IMO,E,DEC,EQNR,SHEL,SU,BP,CVE,CVX,XOM,PBR,TTE,EC,CRGY"
44,Rental & Leasing Services,Industrials,56,53,47,55,"CAR,CTOS,HTZ,FTAI,ALTG,URI,R,AL,MGRC,AER,GATX,FTAIM,WLFC,FTAIN,PRG,WSC,UHAL,HRI,VSTS"
45,Electronic Gaming & Multimedia,Communication Services,56,54,47,40,"RBLX,NTES,SOHU,SKLZ,TTWO,EA,GRVY,GDEV,DDI,TRUG"
46,Financial Data & Stock Exchanges,Financial Services,56,58,56,61,"COIN,MKTW,NDAQ,CME,CBOE,ICE,MCO,SPGI,TRU,MSCI,FDS,MORN,DNB,VALU"
47,Internet Content & Information,Communication Services,56,58,46,60,"AREN,SOGP,NBIS,GRPN,JFIN,RDDT,TME,META,SPOT,CMCM,GENI,JOYY,BILI,PINS,BMBL,MOMO,BZ,Z,ZG,PERI,VBIX,GOOGL,GOOG,WB,RUM,EVER,IAC,MTCH,OPRA,ANGI,ATHM,BIDU,SNAP,YELP,NRDS,LCFY,UPWK,WBTN,CARS,FVRR,THRY,MAX,DOYU,SCOR,SSTK,TZOO,DJT,DJTWW"
48,Copper,Basic Materials,55,76,15,19,"IE,HBM,MTAL,FCX,SCCO,ERO"
49,Oil & Gas Refining & Marketing,Energy,55,49,29,29,"PARR,DK,CVI,DINO,DKL,MPC,VLO,PSX,DLXY,WKC,SUN,SGU,CAPL,PBF,IEP"
50,Resorts & Casinos,Consumer Cyclical,55,57,25,35,"MLCO,MCRI,WYNN,RRR,LVS,BYD,HGV,VAC,MGM,PENN,CPHC,GDEN,MTN,CZR,BALY"
51,Waste Management,Industrials,55,62,57,58,"GFL,MEG,PESI,RSG,WM,NVRI,CLH,WCN,CWST"
52,Telecom Services,Communication Services,53,57,57,43,"GOGO,SIFY,VEON,SATS,TIGO,IDT,TDS,GSAT,VIV,TIMB,RDCM,KT,USM,T,VOD,SHEN,CHT,SNRE,RCI,CXDO,AMX,TEF,FYBR,TMUS,GLIBK,TLK,TEO,KVHI,TU,LILAK,LILA,LBRDP,VZ,SKM,GLIBA,PHI,CMCSA,IRDM,BCE,ATNI,TKC,LBRDA,LBRDK,CHTR,LBTYA,LBTYK,CCOI,ATEX,IQST,CABO"
53,Software - Infrastructure,Technology,53,61,56,63,"AEVA,SUPX,PLTR,ARQQ,CRWV,GRRR,PGY,PAYS,PDYN,TAOX,NET,VHC,RBRK,ALLT,ORCL,JG,AFRM,AISP,TWLO,TOST,ODD,ZS,CALX,BASE,CTLP,NYAX,NN,CRWD,CORZ,AVPT,CYBR,KPLT,SNPS,FFIV,AMBR,MSFT,MQ,YEXT,ALAR,GCT,VRSN,FOUR,NTNX,GB,FTNT,RAMP,VRNS,RDWR,CSGS,XYZ,ATEN,IIIV,EXOD,SAIL,GEN,WEX,INFA,DLO,CGNT,MDB,EVTC,STNE,AVDX,EVCM,BOX,OKTA,PRTH,QLYS,PAY,NTCT,DBX,CPAY,EEFT,PANW,DOX,VRNT,OSPN,TCX,SANG,PATH,AI,RELY,KVYO,CCSI,GDDY,OS,BLZE,CHKP,ZETA,IOT,PAYO,BAND,CINT,S,ACIW,TENB,GTLB,PAGS,AKAM,FIVN,APPN,FLYW,PRGS,DOCN,CFLT,KSPI,WIX,TDC,BKKT,CLBT,SNCR,RPD,PSFE,FATN,ARAI,IMXI,DAVA,MLGO"
54,Conglomerates,Industrials,53,49,47,43,"AIRT,RCMT,FBYD,VMI,SEB,BBU,CRESY,MMM,HON,AIRTP,TRC,MDU,FIP,MATW,BOOM,OTTR,BOC,DLX,CODI"
