Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,Earning_Date,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume
389,CORT,90.21,763009,Healthcare,Biotechnology,92.0,95.0,97.0,85.0,3.7679,3.7557,1096900.0,1065360.0,91.0,28.66,9684187136,NO,66.34,60.59,70.28,53.92,,5590,0.0,763009,NO,NO,2020-09-02,88404100.0
396,MATX,203.53,405459,Industrials,Marine Shipping,92.0,82.0,83.0,94.0,6.13,5.9186,257024.0,373310.0,207.88,86.97,6159485440,NO,186.21,146.05,187.78,164.32,,13404,0.0,405459,NO,NO,2014-03-21,7525600.0
411,CXW,31.03,599575,Industrials,Security & Protection Services,92.0,97.0,94.0,93.0,1.1604,1.1454,1150498.0,1744350.0,31.55,15.74,3068509184,NO,23.7,20.11,24.52,20.96,,7287,0.0,599575,NO,NO,2016-08-18,39922800.0
420,SCHL,46.41,216647,Communication Services,Publishing,92.0,82.0,79.0,93.0,1.4636,1.4621,495627.0,460320.0,48.07,20.6,856459072,NO,41.77,34.37,42.37,37.22,,8649,0.0,216647,NO,NO,2003-02-11,13424600.0
439,KNX,76.35,2951860,Industrials,Trucking,92.0,33.0,88.0,91.0,2.5214,2.4,4192362.0,4529040.0,82.86,38.63,12406416384,NO,71.7,56.95,73.01,62.63,,7974,0.0,2951860,NO,NO,2018-07-26,20546000.0
466,BEAM,34.79,2259559,Healthcare,Biotechnology,91.0,93.0,92.0,82.0,2.4956,2.396,2184254.0,2860820.0,36.88,15.6,3579168000,NO,30.97,27.63,31.47,28.71,,1609,1.02,2262024,NO,NO,2025-03-10,8844200.0
480,LTH,40.81,2021781,Consumer Cyclical,Leisure,91.0,95.0,94.0,92.0,1.3999,1.3238,2968714.0,4210590.0,41.79,24.14,9084418048,NO,33.18,28.54,34.29,29.74,,1188,0.95,2021781,NO,NO,2026-03-20,25367600.0
492,RDVT,65.52,231887,Technology,Software - Application,91.0,90.0,96.0,69.0,2.6636,2.6075,158124.0,216710.0,67.68,33.4,924416448,NO,50.72,48.93,53.26,47.29,,2078,0.0,231887,NO,NO,2018-05-15,2401400.0
497,YANG,39.64,728612,ETF,ETF,91.0,97.0,88.0,93.0,1.7437,1.2201,988060.0,744600.0,42.22,19.94,0,NO,30.65,26.08,31.91,27.87,,4169,0.0,728612,NO,NO,2025-10-10,18624300.0
519,COCO,66.16,1156997,Consumer Defensive,Beverages - Non-Alcoholic,90.0,9.0,90.0,81.0,4.1929,4.1886,1294586.0,1419000.0,85.83,31.79,3778572800,NO,72.7,55.49,74.68,60.38,,1178,0.0,1156997,NO,NO,2021-10-21,9664500.0
543,BLTE,146.63,105542,Healthcare,Biotechnology,90.0,82.0,6.0,11.0,7.5867,7.4274,188783.0,255160.0,200.0,57.68,5877677056,NO,148.26,142.06,145.72,158.78,,1047,0.84,105542,NO,NO,2022-05-03,7495900.0
553,NTAP,154.17,1841555,Technology,Software - Infrastructure,90.0,8.0,93.0,90.0,6.3507,6.3321,3052890.0,3376830.0,192.83,93.69,30204973056,NO,139.91,116.31,145.86,117.64,,7702,0.0,1845963,NO,NO,2012-05-24,54215800.0
585,SION,43.99,323573,Healthcare,Biotechnology,89.0,93.0,46.0,47.0,2.7448,2.7041,427990.0,558280.0,48.45,16.38,1986162944,NO,39.86,38.04,40.23,39.5,,351,0.98,323573,NO,NO,2025-06-27,2248200.0
659,NOVT,161.72,824035,Technology,Scientific & Technical Instruments,88.0,22.0,90.0,87.0,7.3589,6.9539,491865.0,651940.0,171.85,98.27,5759383552,NO,151.0,128.87,152.96,136.27,,6861,0.0,827651,NO,NO,2022-07-25,6805900.0
676,AMG,344.6,149345,Financial Services,Asset Management,88.0,86.0,84.0,75.0,9.9459,9.6038,347708.0,373070.0,363.89,197.87,9101603840,NO,317.63,287.34,322.35,303.31,,7195,1.15,149345,NO,NO,2019-12-20,8956800.0
684,SLAB,218.22,346913,Technology,Semiconductors,88.0,45.0,42.0,94.0,1.8104,1.8054,460201.0,765110.0,220.9,115.51,7197293568,NO,217.78,174.58,218.14,193.04,,6607,0.0,346913,NO,NO,2004-07-27,14643300.0
687,BAP,391.21,196061,Financial Services,Banks - Regional,88.0,89.0,69.0,88.0,13.9436,12.8436,500954.0,440060.0,399.38,216.87,31080976384,NO,343.72,311.5,349.58,333.07,,7721,0.98,196061,NO,NO,2011-06-06,5387007.0
697,CBNA,43.95,32636,Financial Services,Banks - Regional,88.0,93.0,84.0,85.0,1.9218,1.8568,7078.0,18090.0,45.26,25.39,288391872,NO,37.42,34.62,38.21,36.17,,436,0.0,32636,NO,NO,2024-10-04,345100.0
717,IBRN,39.06,1284,ETF,ETF,87.0,90.0,75.0,80.0,0.9175,0.7198,2188.0,4570.0,39.39,21.96,0,NO,35.45,32.09,35.76,33.51,,964,1.11,1284,NO,NO,2023-12-05,50300.0
720,YETI,49.69,818822,Consumer Cyclical,Leisure,87.0,80.0,89.0,63.0,1.8029,1.6357,1507431.0,1232540.0,51.89,30.51,3764430848,NO,45.05,41.57,46.54,44.22,,1930,0.0,818822,NO,NO,2021-01-20,18608800.0
728,MSM,122.78,1348502,Industrials,Industrial Distribution,87.0,78.0,89.0,90.0,3.8436,3.5429,720834.0,985630.0,127.51,78.8,6855336960,NO,110.19,94.19,111.92,97.4,,7685,0.0,1348502,NO,NO,1995-12-15,7272800.0
742,RHP,127.85,544722,Real Estate,REIT - Hotel & Motel,87.0,86.0,90.0,86.0,3.2721,3.0739,648504.0,931320.0,132.41,83.82,8068520448,NO,114.94,99.66,117.56,103.76,,8733,0.62,544722,NO,NO,2009-09-24,11874000.0
758,CRL,230.69,736840,Healthcare,Diagnostics & Research,87.0,96.0,88.0,67.0,7.9037,7.6187,885252.0,1065500.0,236.62,144.26,11111813120,NO,180.4,180.44,183.56,184.88,,6544,0.18,736840,NO,NO,2025-04-11,11604900.0
763,ESP,64.97,23054,Industrials,Electrical Equipment & Parts,87.0,87.0,66.0,89.0,3.4561,3.3511,38898.0,65890.0,74.77,36.0,194645056,NO,63.93,52.11,63.25,57.43,,11668,0.0,23054,NO,NO,2026-06-26,319000.0
797,DAR,56.53,2089099,Consumer Defensive,Packaged Foods,86.0,17.0,8.0,92.0,1.8711,1.8232,2582524.0,3047790.0,66.02,29.15,8984163328,NO,59.13,46.67,58.61,52.26,,8006,0.0,2089099,NO,NO,2013-12-13,34955800.0
813,WCBR,37.29,49599,ETF,ETF,86.0,63.0,93.0,86.0,1.0749,1.0407,35263.0,29790.0,37.7,22.49,0,NO,31.3,28.94,32.3,28.22,,1363,0.0,49599,NO,NO,2026-01-27,908500.0
834,RAMP,37.73,671966,Technology,Software - Infrastructure,86.0,58.0,91.0,83.0,0.2014,0.1914,1563824.0,1415980.0,37.92,21.71,2267115008,NO,34.69,29.28,35.37,29.83,,10720,0.0,671966,NO,NO,2001-04-02,17869900.0
852,HACK,106.97,251217,ETF,ETF,85.0,63.0,91.0,86.0,2.7355,2.6248,144875.0,162990.0,108.37,69.66,0,NO,92.17,83.83,94.41,83.23,,2925,0.0,251217,NO,NO,2015-08-24,3235000.0
856,MBIN,48.82,122423,Financial Services,Banks - Regional,85.0,72.0,55.0,91.0,1.4126,1.3768,166339.0,286170.0,51.47,28.75,2242566656,NO,47.71,39.92,47.6,43.19,,2180,0.0,122423,NO,NO,2026-02-10,5334700.0
878,IBX,31.12,783224,ETF,ETF,85.0,2.0,87.0,,2.3321,2.1179,490324.0,925920.0,42.33,17.98,0,NO,25.47,,26.22,,,70,0.0,783224,NO,NO,2026-06-01,4197000.0
880,COKE,195.63,622234,Consumer Defensive,Beverages - Non-Alcoholic,85.0,87.0,14.0,83.0,6.88,6.6929,549416.0,579090.0,219.65,109.42,13021973504,NO,184.11,166.38,183.03,178.97,,13454,0.51,622234,NO,NO,2022-07-19,9896000.0
892,SXT,124.49,234309,Basic Materials,Specialty Chemicals,85.0,84.0,90.0,86.0,4.3486,3.7893,468413.0,627130.0,129.35,82.6,5299409920,NO,116.49,99.9,116.78,102.52,,11668,0.23,234309,NO,NO,2023-09-15,8000700.0
968,YPF,44.4,1012537,Energy,Oil & Gas Integrated,84.0,4.0,26.0,81.0,1.7961,1.6139,1994972.0,1628260.0,57.49,22.82,17410435072,NO,47.95,38.58,48.0,41.69,,8309,0.0,1012537,NO,NO,1993-06-29,34346800.0
974,NTRS,176.5,584094,Financial Services,Asset Management,83.0,72.0,83.0,84.0,3.7904,3.5689,1124619.0,1171210.0,178.7,118.99,32660842496,NO,168.47,145.96,168.93,152.88,,11668,0.0,584094,NO,NO,1998-01-29,16895600.0
984,SAIA,416.69,271530,Industrials,Trucking,83.0,9.0,75.0,83.0,16.4313,16.0134,436485.0,390990.0,494.71,249.32,11084754944,NO,449.54,365.11,451.17,394.44,,5990,0.0,271530,NO,NO,2021-08-27,6159900.0
994,MUSA,560.75,236786,Consumer Cyclical,Specialty Retail,83.0,78.0,64.0,89.0,20.5221,19.29,339877.0,375670.0,636.05,345.23,10357436416,NO,555.28,448.78,559.26,479.87,,3237,0.11,236786,NO,NO,2013-08-30,9313400.0
1000,DRUG,67.6,233685,Healthcare,Biotechnology,83.0,9.0,10.0,10.0,4.4061,4.4061,295624.0,301200.0,123.75,24.0,663295296,NO,76.69,73.79,74.55,78.89,,1327,0.69,233685,NO,NO,2024-10-15,102757200.0
1018,UFPT,272.36,242971,Healthcare,Medical Devices,83.0,95.0,91.0,70.0,10.345,10.0014,212337.0,202210.0,275.2,173.86,2107232640,NO,224.92,220.09,231.79,226.71,,8189,1.07,242971,NO,NO,2006-05-09,2402500.0
1099,OMCL,43.03,474931,Technology services,Information technology services,82.0,68.0,85.0,13.0,1.765,1.725,625236.0,883310.0,55.0,26.85,1956957312,NO,41.66,39.11,42.13,41.48,,6260,0.0,474931,NO,NO,2004-04-06,10561000.0
1109,LAMR,157.56,498387,Real Estate,REIT - Specialty,81.0,74.0,84.0,82.0,3.0421,3.0279,635950.0,868620.0,158.69,113.66,15988417536,NO,148.57,133.21,151.85,137.63,,7526,0.0,498387,NO,NO,2007-10-05,10761600.0
1128,UMBF,143.8,513180,Financial Services,Banks - Regional,81.0,86.0,84.0,81.0,4.6158,4.5815,719773.0,982110.0,146.6,103.38,10925741056,NO,131.69,120.85,133.48,124.33,,11668,0.0,513180,NO,NO,2016-12-06,6362900.0
1135,HP,31.3,902062,Energy,Oil & Gas Drilling,81.0,3.0,8.0,52.0,1.5114,1.3864,1204103.0,1500260.0,41.82,15.17,3127838720,NO,37.89,32.01,37.25,34.69,,11520,0.81,902062,NO,NO,2020-05-21,33181400.0
1138,HIMZ,54.92,264681,ETF,ETF,81.0,98.0,98.0,2.0,7.5692,7.2482,994388.0,492290.0,557.48,12.38,0,NO,36.31,94.03,37.41,44.75,,328,0.0,264681,NO,NO,2026-03-09,12750264.0
1144,CRI,40.65,618556,Consumer Cyclical,Apparel Retail,81.0,66.0,68.0,84.0,1.7036,1.5393,1060142.0,1056740.0,44.44,23.38,1497957248,NO,38.38,34.87,38.58,36.56,,5705,0.0,618556,NO,NO,2009-10-27,14202000.0
1152,VVX,74.1,346530,Industrials,Aerospace & Defense,81.0,10.0,46.0,87.0,4.3175,4.1711,580806.0,826770.0,91.8,46.07,2320106752,NO,75.97,65.52,77.22,69.16,,2966,1.65,346530,NO,NO,2016-09-30,2550400.0
1162,BATRA,57.61,74235,Communication Services,Entertainment,81.0,81.0,82.0,88.0,1.2053,1.1896,62049.0,74830.0,57.83,41.5,3695325440,NO,54.39,47.28,54.7,49.06,,2567,0.0,79899,NO,NO,2023-03-08,2094000.0
1173,RNG,40.01,824414,Technology,Software - Application,80.0,7.0,42.0,88.0,1.9243,1.8093,1713019.0,1741990.0,49.85,23.59,3355182848,NO,41.01,33.56,41.18,35.9,,3209,0.0,824414,NO,NO,2026-02-11,15343500.0
1177,HIMS,36.8,14746798,Healthcare,Drug Manufacturers - Specialty & Generic,80.0,96.0,96.0,61.0,2.8395,2.7024,25202685.0,19509880.0,70.43,13.74,8517643264,NO,28.36,32.66,28.98,26.65,,1709,0.0,14746798,YES,NO,2025-06-23,176087900.0
1200,PRKS,48.44,411206,Consumer Cyclical,Leisure,80.0,93.0,93.0,87.0,1.7118,1.6389,1033431.0,996430.0,56.95,28.77,2283244800,NO,40.05,39.3,41.57,37.26,,3321,0.96,411206,NO,NO,2014-08-13,41554100.0
