Section,Type,Ticker,Price,Relative Strength Percentile,1 Month Ago Percentile,3 Months Ago Percentile,6 Months Ago Percentile,Sector,Industry,Rank
🔹 Breakout: New Leader,Stock,ZENA,5.71,97,5.0,1.0,87.0,Technology,Software - Infrastructure,205
🔹 Breakout: New Leader,Stock,APLD,10.98,97,96.0,25.0,93.0,Technology,Information Technology Services,207
🔹 Breakout: New Leader,Stock,PARR,31.22,97,96.0,7.0,4.0,Energy,Oil & Gas Refining & Marketing,211
🔹 Breakout: New Leader,Stock,AVGX,39.22,97,97.0,16.0,92.0,ETF,ETF,214
🔹 Breakout: New Leader,Stock,VVOS,5.38,97,72.0,22.0,92.0,Healthcare,Medical Devices,217
🔹 Breakout: New Leader,Stock,ETHT,81.02,97,2.0,0.0,11.0,ETF,ETF,218
🔹 Breakout: New Leader,Stock,ALAB,121.02,97,95.0,28.0,96.0,Technology,Semiconductors,223
🔹 Breakout: New Leader,Stock,MASS,7.35,97,98.0,98.0,1.0,Healthcare,Medical Devices,225
🔹 Breakout: New Leader,Stock,BNR,7.54,97,4.0,2.0,93.0,Healthcare,Diagnostics & Research,226
🔹 Breakout: New Leader,Stock,ETHU,117.72,97,2.0,0.0,7.0,ETF,ETF,227
🔹 Breakout: New Leader,Stock,DPRO,6.09,97,9.0,10.0,7.0,Industrials,Aerospace & Defense,231
🔹 Breakout: New Leader,Stock,URAA,31.85,97,97.0,4.0,5.0,ETF,ETF,237
🔹 Breakout: New Leader,Stock,AVL,42.6,97,97.0,12.0,87.0,ETF,ETF,241
🔹 Breakout: New Leader,Stock,ACOG,9.92,97,97.0,23.0,35.0,Healthcare,Biotechnology,243
🔹 Breakout: New Leader,Stock,COGT,12.04,97,18.0,2.0,83.0,Healthcare,Biotechnology,244
🔹 Breakout: New Leader,Stock,NBTX,6.84,97,89.0,8.0,2.0,Healthcare,Biotechnology,247
🔹 Breakout: New Leader,Stock,ALNT,39.49,97,96.0,21.0,72.0,Technology,Electronic Components,249
🔹 Breakout: New Leader,Stock,SEDG,28.13,97,77.0,7.0,0.0,Technology,Solar,253
🔹 Breakout: New Leader,Stock,AENT,5.8,97,66.0,28.0,99.0,Communication Services,Entertainment,256
🔹 Breakout: New Leader,Stock,AMDL,11.4,97,68.0,0.0,1.0,ETF,ETF,257
🔹 Breakout: New Leader,Stock,KEP,13.89,97,98.0,93.0,14.0,Utilities,Utilities - Regulated Electric,258
🔹 Breakout: New Leader,Stock,MGNI,23.23,97,96.0,29.0,94.0,Communication Services,Advertising Agencies,259
🔹 Breakout: New Leader,Stock,CMCL,21.97,96,97.0,94.0,4.0,Basic Materials,Gold,265
🔹 Breakout: New Leader,Stock,INBX,21.4,96,38.0,23.0,17.0,Healthcare,Biotechnology,266
🔹 Breakout: New Leader,Stock,VERV,11.13,96,98.0,18.0,66.0,Healthcare,Biotechnology,267
🔹 Breakout: New Leader,Stock,KFS,14.4,96,97.0,63.0,12.0,Consumer Cyclical,Auto & Truck Dealerships,272
🔹 Breakout: New Leader,Stock,KALA,7.5,96,15.0,2.0,91.0,Healthcare,Biotechnology,275
🔹 Breakout: New Leader,Stock,NEUP,8.6,96,89.0,42.0,86.0,Healthcare,Biotechnology,276
🔹 Breakout: New Leader,Stock,KORU,83.76,96,96.0,9.0,1.0,ETF,ETF,278
🔹 Breakout: New Leader,Stock,SCPH,5.66,96,79.0,3.0,3.0,Healthcare,Biotechnology,279
🔹 Breakout: New Leader,Stock,FIVE,138.22,96,94.0,15.0,12.0,Consumer Cyclical,Specialty Retail,282
🔹 Breakout: New Leader,Stock,ATRO,35.1,96,96.0,94.0,19.0,Industrials,Aerospace & Defense,283
🔹 Breakout: New Leader,Stock,W,64.14,96,86.0,4.0,49.0,Consumer Cyclical,Internet Retail,286
🔹 Breakout: New Leader,Stock,STG,11.17,96,11.0,7.0,8.0,Consumer Defensive,Education & Training Services,287
🔹 Breakout: New Leader,Stock,COIN,388.63,96,98.0,16.0,94.0,Financial Services,Financial Data & Stock Exchanges,289
🔹 Breakout: New Leader,Stock,NKTR,24.57,96,98.0,6.0,5.0,Healthcare,Biotechnology,290
🔹 Breakout: New Leader,Stock,ESEA,51.67,96,95.0,87.0,6.0,Industrials,Marine Shipping,296
🔹 Breakout: New Leader,Stock,STRM,5.3,96,95.0,12.0,90.0,Healthcare,Health Information Services,300
🔹 Breakout: New Leader,Stock,SLDB,6.64,96,24.0,3.0,0.0,Healthcare,Biotechnology,301
🔹 Breakout: New Leader,Stock,RIOX,22.41,96,10.0,0.0,8.0,ETF,ETF,303
🔹 Breakout: New Leader,Stock,AGEN,6.07,96,97.0,4.0,1.0,Healthcare,Biotechnology,305
🔹 Breakout: New Leader,Stock,SOFX,27.02,96,77.0,2.0,12.0,ETF,ETF,307
🔹 Breakout: New Leader,Stock,OPXS,12.18,96,96.0,18.0,15.0,Industrials,Aerospace & Defense,308
🔹 Breakout: New Leader,Stock,URGN,18.24,96,63.0,17.0,4.0,Healthcare,Biotechnology,311
🔹 Breakout: New Leader,Stock,IHS,6.07,96,94.0,97.0,45.0,Real Estate,Real Estate Services,313
🔹 Breakout: New Leader,Stock,RRGB,6.89,96,83.0,1.0,10.0,Consumer Cyclical,Restaurants,316
🔹 Breakout: New Leader,Stock,OCC,5.04,96,22.0,32.0,97.0,Technology,Communication Equipment,317
🔹 Breakout: New Leader,Stock,NVDG,18.15,96,91.0,3.0,3.0,ETF,ETF,318
🔹 Breakout: New Leader,Stock,ATI,93.92,96,96.0,27.0,60.0,Industrials,Metal Fabrication,321
🔹 Breakout: New Leader,Stock,NVDL,84.84,96,91.0,6.0,85.0,ETF,ETF,323
🔹 Breakout: New Leader,Stock,AIFU,9.11,96,0.0,0.0,0.0,Financial Services,Insurance Brokers,325
🔹 Breakout: New Leader,Stock,ILPT,5.49,96,88.0,5.0,28.0,Real Estate,REIT - Industrial,328
🔹 Breakout: New Leader,Stock,ARMU,35.67,96,96.0,8.0,95.0,ETF,ETF,333
🔹 Breakout: New Leader,Stock,GHM,54.06,96,96.0,22.0,96.0,Industrials,Specialty Industrial Machinery,336
🔹 Breakout: New Leader,Stock,CCJ,78.44,96,96.0,30.0,47.0,Energy,Uranium,339
🔹 Breakout: New Leader,Stock,BELFB,113.63,96,89.0,31.0,81.0,Technology,Electronic Components,342
🔹 Breakout: New Leader,Stock,SIFY,5.55,96,96.0,95.0,6.0,Communication Services,Telecom Services,351
🔹 Breakout: New Leader,Stock,ORCL,243.81,96,94.0,39.0,86.0,Technology,Software - Infrastructure,352
🔹 Breakout: New Leader,Stock,GEOS,12.01,95,98.0,4.0,5.0,Energy,Oil & Gas Equipment & Services,355
🔹 Breakout: New Leader,Stock,AVAV,270.69,95,97.0,19.0,58.0,Industrials,Aerospace & Defense,356
🔹 Breakout: New Leader,Stock,BYON,10.71,95,66.0,1.0,6.0,Consumer Cyclical,Internet Retail,360
🔹 Breakout: New Leader,Stock,PONY,14.96,95,90.0,11.0,69.0,Technology,Information Technology Services,365
🔹 Breakout: New Leader,Stock,BIRD,11.31,95,91.0,2.0,1.0,Consumer Cyclical,Apparel Retail,366
🔹 Breakout: New Leader,Stock,ORIC,11.44,95,94.0,3.0,56.0,Healthcare,Biotechnology,369
🔹 Breakout: New Leader,Stock,MLCO,8.74,95,82.0,17.0,11.0,Consumer Cyclical,Resorts & Casinos,370
🔹 Breakout: New Leader,Stock,ARMN,7.28,95,96.0,96.0,12.0,Basic Materials,Gold,371
🔹 Breakout: New Leader,Stock,CMP,21.01,95,98.0,80.0,7.0,Basic Materials,Other Industrial Metals & Mining,372
🔹 Breakout: New Leader,Stock,NVDU,119.41,95,90.0,4.0,45.0,ETF,ETF,373
🔹 Breakout: New Leader,Stock,WF,54.42,95,95.0,86.0,28.0,Financial Services,Banks - Regional,375
🔹 Breakout: New Leader,Stock,ALGM,32.86,95,93.0,11.0,24.0,Technology,Semiconductors,377
🔹 Breakout: New Leader,Stock,USD,83.74,95,92.0,7.0,79.0,ETF,ETF,378
🔹 Breakout: New Leader,Stock,INDV,17.11,95,90.0,42.0,17.0,Healthcare,Drug Manufacturers - Specialty & Generic,380
🔹 Breakout: New Leader,Stock,VENU,13.96,95,90.0,11.0,24.0,Consumer Cyclical,Restaurants,387
🔹 Breakout: New Leader,Stock,TSMX,37.37,95,92.0,4.0,79.0,ETF,ETF,388
🔹 Breakout: New Leader,Stock,SIF,5.06,95,60.0,10.0,79.0,Industrials,Aerospace & Defense,392
🔹 Breakout: New Leader,Stock,ENLT,25.23,95,95.0,76.0,24.0,Utilities,Utilities - Renewable,397
🔹 Breakout: New Leader,Stock,TSMU,31.56,95,91.0,4.0,68.0,ETF,ETF,398
🔹 Breakout: New Leader,Stock,NVDX,17.48,95,87.0,3.0,57.0,ETF,ETF,400
🔹 Breakout: New Leader,Stock,TSMG,18.67,95,92.0,3.0,51.0,ETF,ETF,404
🔹 Breakout: New Leader,Stock,ENVX,14.31,95,75.0,5.0,89.0,Industrials,Electrical Equipment & Parts,408
🔹 Breakout: New Leader,Stock,STX,152.49,95,95.0,16.0,49.0,Technology,Computer Hardware,409
🔹 Breakout: New Leader,Stock,WWW,23.59,95,84.0,14.0,97.0,Consumer Cyclical,Footwear & Accessories,412
🔹 Breakout: New Leader,Stock,AETH,51.12,95,42.0,12.0,13.0,ETF,ETF,416
🔹 Breakout: New Leader,Stock,ASPS,11.6,95,94.0,70.0,0.0,Real Estate,Real Estate Services,421
🔹 Breakout: New Leader,Stock,WEBL,30.61,95,93.0,31.0,97.0,ETF,ETF,422
🔹 Breakout: New Leader,Stock,HIBL,49.9,95,83.0,2.0,71.0,ETF,ETF,428
🔹 Breakout: New Leader,Stock,SKLZ,8.04,95,92.0,13.0,76.0,Communication Services,Electronic Gaming & Multimedia,430
🔹 Breakout: New Leader,Stock,GHRS,14.47,95,92.0,34.0,77.0,Healthcare,Biotechnology,435
🔹 Breakout: New Leader,Stock,IE,11.55,95,92.0,14.0,1.0,Basic Materials,Copper,436
🔹 Breakout: New Leader,Stock,AAMI,39.81,95,93.0,83.0,49.0,Financial Services,Asset Management,437
🔹 Breakout: New Leader,Stock,FL,25.19,95,88.0,2.0,6.0,Consumer Cyclical,Apparel Retail,439
🔹 Breakout: New Leader,Stock,MYRG,200.56,94,95.0,26.0,74.0,Industrials,Engineering & Construction,442
🔹 Breakout: New Leader,Stock,AIBU,45.51,94,93.0,24.0,90.0,ETF,ETF,444
🔹 Breakout: New Leader,Stock,RILYN,18.9,94,17.0,8.0,4.0,,,445
🔹 Breakout: New Leader,Stock,FLYU,58.17,94,75.0,5.0,93.0,ETF,ETF,446
🔹 Breakout: New Leader,Stock,CIFR,6.42,94,90.0,4.0,91.0,Financial Services,Capital Markets,447
🔹 Breakout: New Leader,Stock,EZET,28.12,94,20.0,3.0,68.0,ETF,ETF,448
🔹 Breakout: New Leader,Stock,FETH,36.96,94,20.0,3.0,68.0,ETF,ETF,449
🔹 Breakout: New Leader,Stock,ETHV,54.35,94,21.0,3.0,68.0,ETF,ETF,450
🔹 Breakout: New Leader,Stock,ETH,34.92,94,20.0,3.0,69.0,ETF,ETF,451
🔹 Breakout: New Leader,Stock,ETHA,28.08,94,20.0,3.0,68.0,,,453
🔹 Breakout: New Leader,Stock,COUR,12.12,94,86.0,30.0,8.0,Consumer Defensive,Education & Training Services,454
🔹 Breakout: New Leader,Stock,ETHW,26.6,94,20.0,3.0,68.0,ETF,ETF,455
🔹 Breakout: New Leader,Stock,URA,41.4,94,95.0,20.0,17.0,ETF,ETF,456
🔹 Breakout: New Leader,Stock,CETH,18.47,94,20.0,3.0,69.0,ETF,ETF,457
🔹 Breakout: New Leader,Stock,QETH,36.9,94,20.0,3.0,68.0,ETF,ETF,458
🔹 Breakout: New Leader,Stock,YOSH,7.98,94,95.0,99.0,8.0,Consumer Cyclical,Restaurants,460
🔹 Breakout: New Leader,Stock,CPXR,32.22,94,83.0,92.0,41.0,ETF,ETF,461
🔹 Breakout: New Leader,Stock,RIOT,14.14,94,89.0,6.0,80.0,Financial Services,Capital Markets,463
🔹 Breakout: New Leader,Stock,SLNO,88.64,94,97.0,98.0,27.0,Healthcare,Biotechnology,464
🔹 Breakout: New Leader,Stock,ECG,71.11,94,94.0,9.0,91.0,Industrials,Engineering & Construction,466
🔹 Breakout: New Leader,Stock,YALA,7.89,94,94.0,98.0,10.0,Technology,Software - Application,469
🔹 Breakout: New Leader,Stock,ETHE,30.64,94,19.0,4.0,91.0,ETF,ETF,474
🔹 Breakout: New Leader,Stock,ACMR,29.67,94,91.0,39.0,60.0,Technology,Semiconductor Equipment & Materials,475
🔹 Breakout: New Leader,Stock,FBL,43.09,94,94.0,27.0,97.0,ETF,ETF,480
🔹 Breakout: New Leader,Stock,PHAT,9.26,94,78.0,1.0,1.0,Healthcare,Biotechnology,481
🔹 Breakout: New Leader,Stock,METCB,15.14,94,11.0,30.0,6.0,Basic Materials,Coking Coal,483
🔹 Breakout: New Leader,Stock,EVAV,27.64,94,89.0,15.0,82.0,ETF,ETF,484
🔹 Breakout: New Leader,Stock,FWRD,31.65,94,47.0,1.0,60.0,Industrials,Integrated Freight & Logistics,488
🔹 Breakout: New Leader,Stock,FBRX,10.51,94,88.0,7.0,98.0,Healthcare,Biotechnology,489
🔹 Breakout: New Leader,Stock,DY,263.89,94,94.0,44.0,87.0,Industrials,Engineering & Construction,496
🔹 Breakout: New Leader,Stock,CDE,9.38,94,95.0,29.0,92.0,Basic Materials,Gold,497
🔹 Breakout: New Leader,Stock,ZIMV,18.74,94,2.0,3.0,9.0,Healthcare,Medical Devices,498
🔹 Breakout: New Leader,Stock,KZIA,9.74,94,9.0,0.0,0.0,Healthcare,Biotechnology,499
🔹 Breakout: New Leader,Stock,GOOS,14.47,94,84.0,9.0,43.0,Consumer Cyclical,Apparel Manufacturing,503
🔹 Breakout: New Leader,Stock,FEDU,14.77,94,30.0,7.0,14.0,Consumer Defensive,Education & Training Services,505
🔹 Breakout: New Leader,Stock,CUK,26.88,94,91.0,28.0,95.0,Consumer Cyclical,Travel Services,506
🔹 Breakout: New Leader,Stock,BWMN,37.07,94,85.0,17.0,18.0,Industrials,Engineering & Construction,508
🔹 Breakout: New Leader,Stock,CRSP,65.86,94,71.0,12.0,5.0,Healthcare,Biotechnology,512
🔹 Breakout: New Leader,Stock,CCL,29.43,94,91.0,29.0,95.0,Consumer Cyclical,Travel Services,513
🔹 Breakout: New Leader,Stock,DCO,89.07,94,94.0,29.0,83.0,Industrials,Aerospace & Defense,515
🔹 Breakout: New Leader,Stock,BULZ,185.68,94,90.0,7.0,90.0,ETF,ETF,516
🔹 Breakout: New Leader,Stock,METU,42.7,94,93.0,16.0,94.0,ETF,ETF,522
🔹 Breakout: New Leader,Stock,PBPB,12.58,94,93.0,16.0,93.0,Consumer Cyclical,Restaurants,524
🔹 Breakout: New Leader,Stock,WDC,69.17,94,93.0,14.0,43.0,Technology,Computer Hardware,527
🔹 Breakout: New Leader,Stock,GHLD,19.86,94,93.0,43.0,12.0,Financial Services,Mortgage Finance,528
🔹 Breakout: New Leader,Stock,SLVR,32.68,93,92.0,86.0,48.0,ETF,ETF,529
🔹 Breakout: New Leader,Stock,CRVO,8.03,93,82.0,99.0,0.0,Healthcare,Biotechnology,537
🔹 Breakout: New Leader,Stock,LMBO,27.99,93,88.0,5.0,81.0,ETF,ETF,539
🔹 Breakout: New Leader,Stock,AAP,58.45,93,55.0,5.0,21.0,Consumer Cyclical,Auto Parts,540
🔹 Breakout: New Leader,Stock,DNA,14.13,93,85.0,2.0,29.0,Healthcare,Biotechnology,541
🔹 Breakout: New Leader,Stock,TCI,41.2,93,96.0,41.0,8.0,Real Estate,Real Estate Services,542
🔹 Breakout: New Leader,Stock,KEQU,57.59,93,93.0,7.0,97.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",543
🔹 Breakout: New Leader,Stock,MKTW,20.5,93,97.0,22.0,1.0,Financial Services,Financial Data & Stock Exchanges,544
🔹 Breakout: New Leader,Stock,ACAD,23.0,93,93.0,16.0,60.0,Healthcare,Biotechnology,545
🔹 Breakout: New Leader,Stock,ARKZ,38.94,93,13.0,2.0,78.0,ETF,ETF,550
🔹 Breakout: New Leader,Stock,DAPP,18.08,93,94.0,15.0,93.0,ETF,ETF,551
🔹 Breakout: New Leader,Stock,PSIL,17.16,93,93.0,33.0,28.0,ETF,ETF,557
🔹 Breakout: New Leader,Stock,DUSL,76.32,93,85.0,15.0,82.0,ETF,ETF,559
🔹 Breakout: New Leader,Stock,DLTR,113.73,93,90.0,44.0,8.0,Consumer Defensive,Discount Stores,563
🔹 Breakout: New Leader,Stock,FTCI,5.47,93,93.0,11.0,6.0,Technology,Solar,568
🔹 Breakout: New Leader,Stock,RYAAY,61.99,93,90.0,73.0,28.0,Industrials,Airlines,571
🔹 Breakout: New Leader,Stock,CTRN,30.48,93,94.0,34.0,87.0,Consumer Cyclical,Apparel Retail,574
🔹 Breakout: New Leader,Stock,NLR,119.01,93,94.0,38.0,67.0,ETF,ETF,575
🔹 Breakout: New Leader,Stock,TECL,102.05,93,84.0,5.0,74.0,ETF,ETF,576
🔹 Breakout: New Leader,Stock,UEC,8.58,93,88.0,12.0,45.0,Energy,Uranium,577
🔹 Breakout: New Leader,Stock,MNMD,9.51,93,48.0,16.0,66.0,Healthcare,Biotechnology,578
🔹 Breakout: New Leader,Stock,EETH,67.68,93,12.0,2.0,76.0,ETF,ETF,580
🔹 Breakout: New Leader,Stock,SHAK,135.02,93,94.0,15.0,79.0,Consumer Cyclical,Restaurants,581
🔹 Breakout: New Leader,Stock,OM,17.68,93,95.0,10.0,4.0,Healthcare,Medical Devices,583
🔹 Breakout: New Leader,Stock,MRUS,65.79,93,81.0,43.0,9.0,Healthcare,Biotechnology,584
🔹 Breakout: New Leader,Stock,PLTM,13.4,93,95.0,74.0,40.0,ETF,ETF,585
🔹 Breakout: New Leader,Stock,MSFL,31.76,93,92.0,12.0,12.0,ETF,ETF,590
🔹 Breakout: New Leader,Stock,LIVE,17.0,93,96.0,18.0,1.0,Consumer Cyclical,Home Improvement Retail,591
🔹 Breakout: New Leader,Stock,PPLT,126.65,93,95.0,74.0,39.0,ETF,ETF,592
🔹 Breakout: New Leader,Stock,RZLT,5.98,93,86.0,25.0,97.0,Healthcare,Biotechnology,596
🔹 Breakout: New Leader,Stock,CECO,33.75,93,82.0,13.0,84.0,Industrials,Pollution & Treatment Controls,597
🔹 Breakout: New Leader,Stock,RILYG,17.09,93,18.0,8.0,3.0,,,598
🔹 Breakout: New Leader,Stock,SMTC,51.53,93,81.0,8.0,98.0,Technology,Semiconductors,599
🔹 Breakout: New Leader,Stock,STCE,57.03,93,91.0,27.0,92.0,ETF,ETF,601
🔹 Breakout: New Leader,Stock,ARKD,60.58,93,89.0,25.0,91.0,ETF,ETF,602
🔹 Breakout: New Leader,Stock,ARLO,16.15,93,96.0,14.0,57.0,Industrials,Building Products & Equipment,603
🔹 Breakout: New Leader,Stock,ALTG,8.09,93,61.0,2.0,8.0,Industrials,Rental & Leasing Services,604
🔹 Breakout: New Leader,Stock,CBRL,65.75,93,95.0,11.0,85.0,Consumer Cyclical,Restaurants,606
🔹 Breakout: New Leader,Stock,ALDX,5.29,93,5.0,3.0,87.0,Healthcare,Biotechnology,607
🔹 Breakout: New Leader,Stock,SSBI,11.72,93,79.0,89.0,10.0,Financial Services,Banks - Regional,608
🔹 Breakout: New Leader,Stock,ASMB,18.5,93,92.0,14.0,23.0,Healthcare,Biotechnology,615
🔹 Breakout: New Leader,Stock,VRT,136.29,92,93.0,20.0,93.0,Industrials,Electrical Equipment & Parts,617
🔹 Breakout: New Leader,Stock,WT,13.73,92,81.0,21.0,57.0,Financial Services,Asset Management,618
🔹 Breakout: New Leader,Stock,NVDA,174.51,92,91.0,39.0,87.0,Technology,Semiconductors,620
🔹 Breakout: New Leader,Stock,KPLT,12.22,92,6.0,5.0,7.0,Technology,Software - Infrastructure,623
🔹 Breakout: New Leader,Stock,DK,22.33,92,85.0,6.0,8.0,Energy,Oil & Gas Refining & Marketing,624
🔹 Breakout: New Leader,Stock,CG,61.81,92,81.0,11.0,86.0,Financial Services,Asset Management,630
🔹 Breakout: New Leader,Stock,MTW,13.13,92,91.0,9.0,7.0,Industrials,Farm & Heavy Construction Machinery,632
🔹 Breakout: New Leader,Stock,COIW,57.74,92,95.0,6.0,92.0,ETF,ETF,638
🔹 Breakout: New Leader,Stock,CX,8.37,92,79.0,39.0,15.0,Basic Materials,Building Materials,639
🔹 Breakout: New Leader,Stock,BGLC,5.02,92,8.0,5.0,15.0,Basic Materials,Specialty Chemicals,642
🔹 Breakout: New Leader,Stock,PXLW,11.6,92,8.0,1.0,9.0,Technology,Semiconductors,643
🔹 Breakout: New Leader,Stock,AMD,165.76,92,80.0,7.0,5.0,Technology,Semiconductors,644
🔹 Breakout: New Leader,Stock,EXK,5.72,92,88.0,42.0,91.0,Basic Materials,Silver,647
🔹 Breakout: New Leader,Stock,MSFX,34.86,92,91.0,10.0,12.0,ETF,ETF,649
🔹 Breakout: New Leader,Stock,RHLD,43.25,92,17.0,9.0,92.0,Industrials,Specialty Business Services,652
🔹 Breakout: New Leader,Stock,ATRA,11.56,92,40.0,11.0,4.0,Healthcare,Biotechnology,653
🔹 Breakout: New Leader,Stock,BNKU,24.65,92,61.0,3.0,92.0,ETF,ETF,657
🔹 Breakout: New Leader,Stock,TERN,5.87,92,8.0,3.0,3.0,Healthcare,Biotechnology,659
🔹 Breakout: New Leader,Stock,WGMI,26.25,92,87.0,7.0,89.0,ETF,ETF,660
🔹 Breakout: New Leader,Stock,BOOT,171.55,92,86.0,8.0,94.0,Consumer Cyclical,Apparel Retail,661
🔹 Breakout: New Leader,Stock,TEL,204.21,92,82.0,51.0,38.0,Technology,Electronic Components,666
🔹 Breakout: New Leader,Stock,ZK,29.73,92,81.0,25.0,71.0,Consumer Cyclical,Auto Manufacturers,668
🔹 Breakout: New Leader,Stock,BELFA,94.15,92,47.0,9.0,22.0,Technology,Electronic Components,670
🔹 Breakout: New Leader,Stock,BASE,24.31,92,96.0,28.0,13.0,Technology,Software - Infrastructure,671
🔹 Breakout: New Leader,Stock,SHG,50.4,92,90.0,36.0,17.0,Financial Services,Banks - Regional,672
🔹 Breakout: New Leader,Stock,DLLL,27.08,92,86.0,3.0,92.0,ETF,ETF,673
🔹 Breakout: New Leader,Stock,DQ,23.97,92,8.0,5.0,14.0,Technology,Semiconductor Equipment & Materials,674
🔹 Breakout: New Leader,Stock,WRBY,24.04,92,85.0,18.0,97.0,Healthcare,Medical Instruments & Supplies,676
🔹 Breakout: New Leader,Stock,SFIX,5.18,92,39.0,41.0,94.0,Consumer Cyclical,Apparel Retail,677
🔹 Breakout: New Leader,Stock,BITQ,21.09,92,93.0,35.0,94.0,ETF,ETF,680
🔹 Breakout: New Leader,Stock,RCMT,26.08,92,91.0,20.0,11.0,Industrials,Conglomerates,681
🔹 Breakout: New Leader,Stock,MSFU,52.32,92,90.0,9.0,9.0,ETF,ETF,684
🔹 Breakout: New Leader,Stock,BZ,20.05,92,48.0,53.0,17.0,Communication Services,Internet Content & Information,685
🔹 Breakout: New Leader,Stock,VNM,16.33,92,75.0,72.0,18.0,ETF,ETF,686
🔹 Breakout: New Leader,Stock,HGV,50.57,92,63.0,14.0,49.0,Consumer Cyclical,Resorts & Casinos,687
🔹 Breakout: New Leader,Stock,CTOS,5.82,92,83.0,31.0,69.0,Industrials,Rental & Leasing Services,691
🔹 Breakout: New Leader,Stock,SPRX,32.07,92,91.0,24.0,86.0,ETF,ETF,693
🔹 Breakout: New Leader,Stock,SN,118.44,92,61.0,28.0,94.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",694
🔹 Breakout: New Leader,Stock,FN,307.2,92,93.0,57.0,31.0,Technology,Electronic Components,695
🔹 Breakout: New Leader,Stock,IVZ,21.38,92,23.0,13.0,81.0,Financial Services,Asset Management,696
🔹 Breakout: New Leader,Stock,ADNT,22.45,92,82.0,3.0,3.0,Consumer Cyclical,Auto Parts,697
🔹 Breakout: New Leader,Stock,URAN,40.15,92,93.0,36.0,58.0,ETF,ETF,699
🔹 Breakout: New Leader,Stock,AMPL,12.72,92,90.0,30.0,88.0,Technology,Software - Application,704
🔹 Breakout: New Leader,Stock,NTRS,128.05,91,91.0,41.0,87.0,Financial Services,Asset Management,705
🔹 Breakout: New Leader,Stock,ELF,119.25,91,92.0,1.0,3.0,Consumer Defensive,Household & Personal Products,706
🔹 Breakout: New Leader,Stock,SIMO,74.35,91,90.0,11.0,10.0,Technology,Semiconductors,707
🔹 Breakout: New Leader,Stock,TNL,61.82,91,73.0,25.0,84.0,Consumer Cyclical,Travel Services,709
🔹 Breakout: New Leader,Stock,TQQQ,88.75,91,82.0,12.0,91.0,ETF,ETF,711
🔹 Breakout: New Leader,Stock,GTES,24.92,91,89.0,41.0,86.0,Industrials,Specialty Industrial Machinery,714
🔹 Breakout: New Leader,Stock,ARMH,68.4,91,91.0,31.0,92.0,ETF,ETF,715
🔹 Breakout: New Leader,Stock,TSM,244.64,91,90.0,33.0,92.0,Technology,Semiconductors,716
🔹 Breakout: New Leader,Stock,EURL,35.77,91,91.0,90.0,33.0,ETF,ETF,717
🔹 Breakout: New Leader,Stock,BMBL,8.53,91,70.0,1.0,13.0,Communication Services,Internet Content & Information,718
🔹 Breakout: New Leader,Stock,MEDP,435.59,91,11.0,18.0,51.0,Healthcare,Diagnostics & Research,725
🔹 Breakout: New Leader,Stock,CMCM,5.99,91,28.0,27.0,89.0,Communication Services,Internet Content & Information,728
🔹 Breakout: New Leader,Stock,PENG,24.92,91,57.0,27.0,77.0,Technology,Information Technology Services,729
🔹 Breakout: New Leader,Stock,IBLC,43.62,91,91.0,16.0,87.0,ETF,ETF,730
🔹 Breakout: New Leader,Stock,CELH,46.6,91,92.0,77.0,1.0,Consumer Defensive,Beverages - Non-Alcoholic,732
🔹 Breakout: New Leader,Stock,ROK,356.29,91,87.0,25.0,56.0,Industrials,Specialty Industrial Machinery,733
🔹 Breakout: New Leader,Stock,SMCL,20.05,91,82.0,8.0,1.0,ETF,ETF,736
🔹 Breakout: New Leader,Stock,AG,8.6,91,92.0,63.0,13.0,Basic Materials,Silver,738
🔹 Breakout: New Leader,Stock,OIS,5.76,91,73.0,10.0,51.0,Energy,Oil & Gas Equipment & Services,741
🔹 Breakout: New Leader,Stock,TRMB,84.37,91,85.0,44.0,90.0,Technology,Scientific & Technical Instruments,742
🔹 Breakout: New Leader,Stock,CHAT,51.01,91,91.0,39.0,82.0,ETF,ETF,744
🔹 Breakout: New Leader,Stock,PUK,24.96,91,93.0,94.0,16.0,Financial Services,Insurance - Life,746
🔹 Breakout: New Leader,Stock,HUHU,6.81,91,83.0,94.0,38.0,Industrials,Specialty Industrial Machinery,751
🔹 Breakout: New Leader,Stock,AARD,13.82,91,87.0,13.0,91.0,Healthcare,Biotechnology,752
🔹 Breakout: New Leader,Stock,VSAT,14.25,91,91.0,12.0,2.0,Technology,Communication Equipment,753
🔹 Breakout: New Leader,Stock,EDC,41.62,91,86.0,36.0,21.0,ETF,ETF,759
🔹 Breakout: New Leader,Stock,WOR,61.93,91,92.0,88.0,11.0,Industrials,Metal Fabrication,760
🔹 Breakout: New Leader,Stock,BKKT,19.77,91,54.0,6.0,94.0,Technology,Software - Infrastructure,761
🔹 Breakout: New Leader,Stock,DECO,39.3,91,90.0,21.0,89.0,ETF,ETF,762
🔹 Breakout: New Leader,Stock,SERV,11.33,91,98.0,12.0,98.0,Industrials,Specialty Industrial Machinery,765
🔹 Breakout: New Leader,Stock,GMS,109.54,91,88.0,15.0,14.0,Industrials,Building Products & Equipment,768
