Section,Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,Earning_Date,SMA50,SMA200,SMA10W,SMA30W
Leading Stocks (RS > 90),58,MPTI,95.94,213828.0,Technology,Electronic Components,95.0,94.0,94.0,96.0,103779.0,139290.0,102.0,36.38,414599264,No,,78.56,62.67,81.51,67.78
Leading Stocks (RS > 90),59,LIND,25.75,1315305.0,Consumer Cyclical,Travel Services,95.0,97.0,93.0,96.0,709752.0,574360.0,26.54,10.55,1689200000,No,,20.57,16.37,21.2,18.09
Leading Stocks (RS > 90),60,EXTR,31.38,4271145.0,Technology,Communication Equipment,95.0,96.0,98.0,96.0,2394647.0,2026540.0,32.21,13.48,4103816192,No,,23.9,18.98,24.92,18.71
Leading Stocks (RS > 90),61,TGTX,53.22,7153760.0,Healthcare,Biotechnology,94.0,96.0,96.0,95.0,2147461.0,2665850.0,54.07,25.28,8147108352,No,,39.74,33.65,40.79,33.91
Leading Stocks (RS > 90),62,ROG,162.68,414575.0,Technology,Electronic Components,95.0,94.0,95.0,95.0,265807.0,333540.0,168.94,61.17,2903599616,No,,136.8,103.79,139.67,113.13
Leading Stocks (RS > 90),63,NVEC,110.46,559815.0,Technology,Semiconductors,93.0,96.0,95.0,93.0,130080.0,269740.0,121.2,57.21,534313472,No,,91.95,73.32,95.04,76.52
Leading Stocks (RS > 90),64,PKOH,36.0,148761.0,Industrials,Specialty Industrial Machinery,94.0,94.0,94.0,94.0,59312.0,60520.0,36.61,15.52,518334080,No,,30.41,24.44,31.22,26.22
Leading Stocks (RS > 90),65,MRCY,113.91,1524918.0,Industrials,Aerospace & Defense,94.0,93.0,93.0,94.0,617807.0,673990.0,122.17,49.03,6839530496,No,,94.97,83.33,97.87,87.04
Leading Stocks (RS > 90),66,ATLC,100.12,169486.0,Financial Services,Credit Services,94.0,95.0,97.0,92.0,90868.0,148420.0,100.57,45.74,1513613952,No,,80.35,64.17,83.58,66.76
Leading Stocks (RS > 90),67,ALKS,44.99,7727743.0,Healthcare,Drug Manufacturers - Specialty & Generic,93.0,93.0,95.0,94.0,2321898.0,1754900.0,45.76,25.17,7498744832,No,,37.84,32.18,38.48,33.28
Leading Stocks (RS > 90),68,GEO,29.28,3478064.0,Industrials,Security & Protection Services,93.0,95.0,96.0,95.0,1937338.0,2337430.0,29.64,12.51,3912343552,No,,22.17,18.31,23.01,18.47
Leading Stocks (RS > 90),69,CTS,67.0,605799.0,Technology,Electronic Components,92.0,91.0,92.0,92.0,257149.0,315110.0,68.59,36.03,1915724928,No,,60.2,49.14,61.15,52.7
Leading Stocks (RS > 90),70,FLXS,64.85,109517.0,Consumer Cyclical,"Furnishings, Fixtures & Appliances",92.0,93.0,93.0,93.0,51611.0,44870.0,66.24,32.65,264306608,No,,55.04,46.36,55.93,48.72
Leading Stocks (RS > 90),71,HNGE,69.42,2826041.0,Healthcare,Health Information Services,92.0,94.0,94.0,91.0,1371839.0,2031230.0,70.72,30.08,5371728384,No,,52.89,47.85,55.34,46.98
Leading Stocks (RS > 90),72,CHEF,95.4,744471.0,Consumer Defensive,Food Distribution,92.0,94.0,95.0,92.0,496114.0,621330.0,96.38,53.2,3890185728,No,,76.74,65.76,79.21,68.71
Leading Stocks (RS > 90),73,MCS,23.85,262110.0,Communication Services,Entertainment,91.0,96.0,93.0,93.0,155758.0,229560.0,24.34,12.85,732870720,No,,19.24,16.46,19.51,17.23
"Top Movers (RS ≥ 85, Improving)",1,COGT,34.54,4894981.0,Healthcare,Biotechnology,96.0,84.0,27.0,15.0,2153379.0,1983810.0,43.73,6.92,5901780992,No,,34.55,31.09,34.44,36.25
"Top Movers (RS ≥ 85, Improving)",2,KYMR,90.43,1172551.0,Healthcare,Biotechnology,90.0,89.0,72.0,58.0,579276.0,666430.0,103.0,36.65,7438553600,No,,83.06,73.55,83.27,80.39
