Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
99,BRUN,33.96,1063579,Technology,Software - Infrastructure,97.0,70.0,98.0,97.0,4.0921,4.0461,1433974.0,1771650.0,42.0,10.19,,2086117632,NO,26.3,15.43,28.93,17.6,374,0.0,1063579,NO,NO,2025-09-16,5067100.0,-19.14
100,AMBQ,85.05,486822,Technology,Semiconductors,97.0,67.0,98.0,97.0,7.2861,6.9732,664348.0,1020310.0,91.61,22.12,,2028054528,NO,65.29,38.47,73.14,44.41,230,0.0,486822,NO,NO,2025-07-30,5479500.0,-7.16
101,GLW,255.69,21793293,Technology,Electronic Components,97.0,97.0,95.0,97.0,18.5311,15.8739,13968830.0,19262140.0,258.8,51.32,,220056485888,NO,185.02,125.0,194.07,146.39,11212,2.65,21793293,YES,NO,2002-07-31,244754000.0,-1.2
102,SHAZ,81.0,1230992,Technology,Information Technology Services,97.0,83.0,98.0,,11.017,10.4634,670980.0,1537030.0,97.48,16.55,,1367328000,NO,61.62,,67.83,,91,0.0,1230992,NO,NO,2026-06-17,3956900.0,-16.91
103,TSEM,255.59,1581554,Technology,Semiconductors,97.0,12.0,91.0,96.0,24.8414,19.8307,2395193.0,1823060.0,319.94,42.08,,30412404736,NO,247.28,149.57,253.23,181.58,7970,0.0,1592161,NO,NO,2022-02-15,19691500.0,-20.11
104,TTMI,186.8,3548970,Technology,Electronic Components,97.0,38.0,96.0,97.0,16.3843,14.1814,2519200.0,3554700.0,223.83,39.2,,19399190528,NO,172.22,102.67,180.37,124.01,6477,0.0,3548970,NO,NO,2016-11-17,20793200.0,-16.54
105,DELL,414.61,8358260,Technology,Computer Hardware,97.0,96.0,97.0,98.0,31.8586,29.7257,8777306.0,8583850.0,469.47,110.22,,267897094144,NO,310.34,182.41,344.23,210.93,2479,0.0,8358260,NO,NO,2016-09-07,147907159.0,-11.69
108,LABU,291.68,620476,ETF,ETF,97.0,98.0,96.0,93.0,19.7089,17.9232,599753.0,659690.0,292.64,55.12,,0,NO,191.6,157.72,202.01,178.27,2788,0.54,620476,NO,NO,2025-04-09,7938800.0,-0.33
110,COHU,68.12,1219123,Technology,Semiconductor Equipment & Materials,97.0,96.0,97.0,97.0,5.01,4.26,1431638.0,1555040.0,70.92,17.8,,3213584896,NO,52.68,32.91,55.43,38.57,11665,0.0,1219123,NO,NO,2025-09-25,6205800.0,-3.95
112,ANAB,65.97,641263,Healthcare,Biotechnology,97.0,92.0,94.0,96.0,3.2464,3.2221,702769.0,588310.0,72.36,11.4,,1919786496,NO,59.03,37.44,60.77,44.92,2368,0.52,699475,NO,NO,2019-11-08,26495100.0,-8.83
115,AMAT,694.64,13955235,Technology,Semiconductor Equipment & Materials,97.0,98.0,96.0,97.0,48.2979,36.6264,8261816.0,13655740.0,708.99,154.47,,551515979776,NO,474.3,332.01,510.22,392.3,11665,1.16,13955235,YES,NO,1997-10-24,245229200.0,-2.02
116,TER,463.21,5071620,Technology,Semiconductor Equipment & Materials,97.0,94.0,93.0,97.0,36.3261,30.0511,4164854.0,6712050.0,472.37,88.6,,72511889408,NO,381.78,263.23,387.49,315.57,13451,0.86,5071620,NO,NO,2020-09-18,30212400.0,-1.94
119,VIAV,47.41,4834686,Technology,Communication Equipment,97.0,25.0,87.0,97.0,4.4464,4.14,7666040.0,13340760.0,60.43,9.62,,11695366144,NO,49.75,28.7,49.93,35.19,8207,0.0,4834686,NO,NO,2013-12-20,87404420.0,-21.55
125,STRO,33.35,464247,Healthcare,Biotechnology,97.0,90.0,87.0,98.0,2.7486,2.7007,318075.0,548300.0,43.85,6.7,,552624128,NO,32.16,18.67,31.8,23.16,1947,0.0,464247,NO,NO,2026-06-26,2773500.0,-23.95
126,MKSI,416.0,2096717,Technology,Scientific & Technical Instruments,97.0,96.0,95.0,97.0,26.1446,20.8418,1225219.0,1574340.0,421.58,88.49,,28098357248,NO,322.73,219.79,340.9,261.45,6854,1.18,2096717,NO,NO,2017-11-21,9564400.0,-1.32
127,GLWG,45.51,3234958,ETF,ETF,97.0,98.0,98.0,,5.317,4.5163,1169667.0,1674600.0,46.4,13.67,,0,NO,26.88,,28.91,,77,3.6,3234958,NO,NO,2026-05-06,3757900.0,-1.92
128,CIEN,478.93,4062372,Technology,Communication Equipment,97.0,4.0,71.0,96.0,33.6043,33.3229,2913241.0,4078380.0,637.51,76.89,,67793944576,NO,519.7,320.68,512.27,388.74,7392,0.0,4062372,NO,NO,2011-06-08,36581000.0,-24.87
129,TWST,98.36,1658155,Healthcare,Diagnostics & Research,97.0,98.0,97.0,97.0,6.3407,5.98,1687490.0,2728450.0,104.23,23.3,,6125006336,NO,67.22,45.21,72.5,53.47,1923,0.0,1658155,NO,NO,2022-11-15,7568500.0,-5.63
132,LRCX,410.91,13704138,Technology,Semiconductor Equipment & Materials,97.0,96.0,96.0,97.0,29.9629,23.2464,10444446.0,14762610.0,414.98,90.94,,513872134144,NO,313.34,218.71,330.81,257.03,10619,1.36,13704138,YES,NO,2012-06-04,298766000.0,-0.98
134,VSXY,86.45,1765424,Consumer Cyclical,Apparel Retail,97.0,98.0,96.0,93.0,4.1168,3.9814,2396793.0,2122840.0,88.57,17.53,,6872058880,NO,61.79,49.76,66.42,58.45,1240,0.0,1765424,NO,NO,2024-03-07,25901500.0,-2.39
135,MANE,123.58,645359,Healthcare,Biotechnology,97.0,94.0,95.0,,7.9414,7.69,660317.0,995120.0,128.24,32.0,,5163010560,NO,99.07,,104.15,,100,0.0,645359,NO,NO,2026-06-26,4047300.0,-3.63
136,KLIC,129.12,1177691,Technology,Semiconductor Equipment & Materials,97.0,95.0,96.0,97.0,9.1971,8.5635,933066.0,1693460.0,133.41,31.32,,6757220864,NO,102.64,65.47,108.48,78.34,13451,0.0,1177691,NO,NO,2000-08-03,23567800.0,-3.22
137,FORM,144.17,2168111,Technology,Semiconductor Equipment & Materials,97.0,87.0,91.0,97.0,13.7213,11.0328,1973787.0,2364780.0,159.09,26.08,,11238738944,NO,135.51,85.11,134.55,104.35,5798,2.53,2168111,NO,NO,2018-03-09,14323200.0,-9.38
138,VSAT,76.69,4637701,Technology,Communication Equipment,97.0,8.0,94.0,96.0,6.1671,5.7943,2242780.0,3028440.0,89.79,14.0,,10473474048,NO,68.16,47.21,69.99,53.92,7438,8.8,4637701,NO,NO,2024-06-28,18455500.0,-14.59
140,FLEX,159.56,5991018,Technology,Electronic Components,97.0,86.0,97.0,97.0,11.2626,10.3147,6793891.0,14461920.0,166.86,47.83,,58461118464,NO,130.86,80.1,141.05,91.63,8123,0.0,5991018,NO,NO,2005-10-26,102901552.0,-4.37
142,MBX,53.85,1045271,Healthcare,Biotechnology,97.0,98.0,95.0,94.0,3.7986,3.7485,728270.0,1244810.0,55.0,9.63,,2563127296,NO,35.12,29.69,38.15,34.62,448,0.62,1045271,NO,NO,2025-09-22,28303500.0,-2.09
143,COHR,391.22,7544050,Technology,Scientific & Technical Instruments,97.0,73.0,93.0,96.0,39.8921,36.38,6171695.0,6076880.0,440.0,84.35,,76538019840,NO,367.82,232.88,370.96,280.41,9757,0.0,7544050,NO,NO,2026-03-20,51484800.0,-11.09
148,DRAM,71.94,60371191,ETF,ETF,97.0,91.0,,,6.3957,4.4114,32953184.0,58893080.0,81.34,26.14,,0,NO,55.62,,60.17,,60,0.0,60371191,YES,NO,2026-06-25,104823000.0,-11.56
149,POWL,281.09,730793,Industrials,Electrical Equipment & Parts,97.0,23.0,93.0,97.0,23.1521,21.1621,707270.0,979070.0,328.0,67.82,,10240571392,NO,283.46,175.36,287.87,207.21,11665,0.09,730793,NO,NO,2024-07-31,5279700.0,-14.3
155,STM,74.79,8552302,Technology,Semiconductors,96.0,83.0,97.0,97.0,4.7732,3.6782,12239917.0,11604310.0,81.42,21.11,,66472910848,NO,64.67,37.97,68.51,44.37,7940,1.79,8552302,NO,NO,1994-12-08,41167800.0,-8.14
156,OUST,54.07,9943283,Technology,Electronic Components,96.0,96.0,98.0,97.0,6.1478,5.7414,4083933.0,4933830.0,54.49,16.4,,3442796288,NO,35.83,27.35,39.17,27.71,1435,4.4,9943283,YES,NO,2025-06-11,17407500.0,-0.77
158,DNTH,95.68,1349909,Healthcare,Biotechnology,96.0,77.0,68.0,96.0,6.1229,5.4871,897769.0,1710980.0,97.38,17.27,,5230465024,NO,86.66,59.3,87.59,69.71,2015,0.0,1349909,NO,NO,2025-09-08,5974200.0,-1.75
159,WYFI,36.04,2908133,Technology,Information Technology Services,96.0,89.0,98.0,96.0,5.8309,5.708,1705930.0,3494340.0,46.87,10.51,,1391849344,NO,26.15,22.15,28.28,20.5,224,0.0,2908133,NO,NO,2025-08-07,14776600.0,-23.11
160,ARM,343.58,8351726,Technology,Semiconductors,96.0,67.0,97.0,97.0,39.7878,36.5854,11135885.0,13408530.0,452.7,100.02,,366970503168,NO,288.92,174.43,313.45,191.72,699,0.59,8351726,NO,NO,2023-09-14,130534500.0,-24.1
161,AMKR,82.34,6239970,Technology,Semiconductor Equipment & Materials,96.0,93.0,95.0,96.0,8.0879,7.1807,5212867.0,7330730.0,96.68,20.59,,20409821184,NO,74.7,49.62,75.26,57.89,7083,0.0,6239970,NO,NO,2021-02-12,27265800.0,-14.83
162,STRL,813.77,719767,Industrials,Engineering & Construction,96.0,21.0,96.0,97.0,67.817,61.9527,711667.0,1117830.0,1005.68,217.07,,24971309056,NO,758.7,466.64,804.19,527.03,8803,0.65,719767,NO,NO,2025-04-16,7646100.0,-19.08
164,MTRN,289.53,304966,Basic Materials,Other Industrial Metals & Mining,96.0,96.0,96.0,96.0,14.3043,13.4036,313004.0,544320.0,292.59,78.4,,6022653440,NO,218.75,155.49,234.72,175.78,11665,0.0,304966,NO,NO,2007-06-20,4251800.0,-1.05
165,SMTC,156.14,3467523,Technology,Semiconductors,96.0,14.0,97.0,96.0,13.8729,12.1464,3534679.0,5878620.0,177.35,42.38,,14544623616,NO,139.5,91.85,145.84,103.99,11665,0.48,3467523,NO,NO,2023-10-19,23292100.0,-11.96
170,SPHR,172.34,744260,Communication Services,Entertainment,96.0,96.0,93.0,95.0,7.5264,7.5026,718506.0,818860.0,172.34,37.89,,6168428544,NO,141.16,102.82,147.25,120.8,1562,0.0,744260,NO,NO,2023-12-05,9793100.0,0.0
176,SITM,710.47,514378,Technology,Semiconductors,96.0,24.0,97.0,95.0,55.5621,52.0104,554150.0,843720.0,901.81,186.49,,18754154496,NO,677.44,424.5,707.18,491.94,1658,0.39,514378,NO,NO,2026-03-20,4028500.0,-21.22
177,IRDM,54.59,12655518,Communication Services,Telecom Services,96.0,80.0,96.0,98.0,4.0479,3.3979,2587493.0,3019520.0,55.17,15.65,,5771677696,NO,44.23,26.75,46.05,31.71,4597,18.92,12655518,YES,NO,2021-02-11,24324300.0,-1.05
183,VECO,69.47,2012956,Technology,Semiconductor Equipment & Materials,96.0,93.0,96.0,97.0,7.0643,6.2429,1576961.0,2050260.0,86.63,19.29,,4239996160,NO,60.74,38.49,64.15,43.71,7947,0.0,2012956,NO,NO,2000-10-06,15022300.0,-19.81
184,AGX,791.56,426414,Industrials,Engineering & Construction,96.0,93.0,88.0,97.0,49.3529,44.0493,351591.0,403910.0,798.0,196.9,,11097074688,NO,678.85,445.98,706.05,525.24,7765,0.94,426414,NO,NO,2026-03-20,2581700.0,-0.81
186,PDFS,65.92,669304,Technology,Software - Application,96.0,97.0,96.0,97.0,4.6843,3.9886,752404.0,784090.0,68.76,18.12,,2759920128,NO,51.73,35.44,54.57,40.6,6264,0.02,671739,NO,NO,2026-05-14,5406700.0,-4.13
187,ONTO,351.45,1597876,Technology,Semiconductor Equipment & Materials,96.0,97.0,94.0,96.0,27.6986,21.9925,1146272.0,1508750.0,353.18,89.4,,17482377216,NO,290.3,202.38,295.61,237.4,1675,0.0,1597876,NO,NO,2023-10-17,9552200.0,-0.49
192,KLAC,278.39,14512784,Technology,Semiconductor Equipment & Materials,96.0,98.0,96.0,96.0,20.2737,16.697,11097682.0,15717330.0,279.34,83.22,,363653988352,NO,203.5,149.42,215.5,170.22,11522,0.85,14512784,YES,NO,2002-10-23,329584000.0,-0.34
193,APGE,132.61,3048554,Healthcare,Biotechnology,96.0,98.0,94.0,94.0,5.8193,2.81,2247787.0,9703670.0,133.16,34.34,,9970112512,NO,90.12,72.22,93.9,81.59,742,0.0,3048554,NO,NO,2026-06-22,61663500.0,-0.41
194,PSI,177.98,408529,ETF,ETF,96.0,89.0,96.0,96.0,11.0764,8.4679,415072.0,549940.0,184.65,57.31,,0,NO,151.14,101.88,158.16,116.74,5286,0.32,408529,NO,NO,2007-10-25,9293700.0,-3.61
195,ARWR,80.5,1617301,Healthcare,Biotechnology,96.0,64.0,88.0,70.0,4.1012,4.1012,2015550.0,3648020.0,84.55,14.3,,11338990592,NO,75.73,59.68,76.58,68.69,8187,1.14,1617301,NO,NO,2014-10-08,54778100.0,-4.79
196,AIS,82.23,789779,ETF,ETF,96.0,80.0,96.0,96.0,5.1531,3.6802,554474.0,850750.0,88.8,27.32,,0,NO,70.56,47.81,73.96,53.64,392,0.0,789779,NO,NO,2026-06-09,1459100.0,-7.4
211,FIX,1948.69,584770,Industrials,Engineering & Construction,96.0,77.0,89.0,96.0,114.5379,96.5107,447190.0,603730.0,2073.99,510.0,,68562644992,NO,1871.79,1290.62,1896.05,1481.5,7295,1.36,584770,NO,NO,2025-12-19,8010000.0,-6.04
214,TECL,213.81,1057619,ETF,ETF,96.0,13.0,97.0,94.0,22.8246,19.041,1344153.0,995360.0,275.4,75.16,,0,NO,195.99,136.71,206.14,142.76,4400,3.38,1057619,NO,NO,2010-05-04,332400000.0,-22.36
216,CRDO,245.68,10046527,Technology,Semiconductors,96.0,87.0,97.0,93.0,29.7562,26.0405,8444511.0,11468650.0,308.67,84.25,,45813891072,NO,212.26,157.28,221.27,160.89,1108,1.34,10046527,YES,NO,2026-06-26,38598100.0,-20.41
217,ALGM,66.37,6945980,Technology,Semiconductors,96.0,96.0,97.0,97.0,4.8525,4.2314,2577098.0,4181680.0,67.41,22.41,,12365332480,NO,48.74,35.6,51.49,39.79,1421,0.22,6945980,NO,NO,2024-09-20,19368900.0,-1.54
218,MTSI,372.59,1793722,Technology,Semiconductors,96.0,17.0,94.0,96.0,23.6586,20.9093,1472790.0,1890860.0,418.9,118.16,,28427042816,NO,348.9,228.8,362.87,268.89,3592,0.0,1793722,NO,NO,2018-02-07,14046200.0,-11.06
219,XMTR,94.25,922799,Industrials,Industrial Distribution,96.0,33.0,97.0,91.0,4.5846,4.4246,869211.0,694610.0,99.86,30.63,,5206921728,NO,77.21,59.65,85.39,63.28,1254,0.0,922799,NO,NO,2026-02-24,6999500.0,-5.62
221,GEVX,25.17,264839,ETF,ETF,96.0,93.0,92.0,97.0,2.3803,1.8789,295164.0,428880.0,30.85,7.21,,0,NO,23.25,15.12,22.77,17.76,243,4.37,264839,NO,NO,2025-10-22,2438700.0,-18.41
223,SEZL,170.7,647632,Financial Services,Credit Services,96.0,98.0,97.0,97.0,11.1631,10.3902,718714.0,802890.0,186.74,49.5,,5740132352,NO,112.56,80.5,125.46,87.62,700,0.0,647632,NO,NO,2023-09-19,10405200.0,-8.59
224,ATRO,85.66,528393,Industrials,Aerospace & Defense,96.0,94.0,94.0,95.0,5.1327,4.9213,705938.0,914556.0,88.72,21.76,,4227184896,NO,67.36,52.89,70.82,60.52,11665,0.0,528393,NO,NO,2025-09-10,7185830.0,-3.45
225,USD,98.04,876245,ETF,ETF,96.0,21.0,97.0,95.0,9.28,7.265,1069272.0,1006910.0,116.5,34.43,,0,NO,92.84,63.4,95.24,69.09,4882,2.0,876245,NO,NO,2008-12-09,144076800.0,-15.85
