Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
1,MULL,35.26,7153856,ETF,ETF,98.0,96.0,98.0,98.0,6.4785,4.6227,11187679.0,10168110.0,43.53,0.59,0,NO,21.92,8.61,22.98,11.37,405,0.0,7256100.0,NO,NO,2026-04-01,23787500.0,-19.0
2,SNDK,2090.71,16567766,Technology,Computer Hardware,98.0,97.0,98.0,98.0,217.247,166.3588,14128935.0,11712830.0,2354.39,40.1,309612740608,NO,1521.57,664.52,1613.54,889.09,343,0.0,16799100.0,YES,NO,2025-11-26,43000900.0,-11.2
4,SNXX,36.5,38945106,ETF,ETF,98.0,98.0,98.0,,7.5694,5.7394,62410088.0,35944550.0,49.34,3.14,0,NO,23.34,,25.58,,105,0.0,39677500.0,YES,NO,2026-05-01,141068800.0,-26.02
5,MUU,1020.02,3296010,ETF,ETF,98.0,96.0,98.0,98.0,187.044,136.1811,3159058.0,3456530.0,1252.8,16.73,0,NO,627.61,245.51,658.55,324.32,428,0.0,3393500.0,NO,NO,2026-06-09,5492900.0,-18.58
7,INTW,42.71,2110756,ETF,ETF,98.0,65.0,98.0,98.0,7.0285,5.7344,6707711.0,5532050.0,52.62,1.72,0,NO,34.34,13.61,36.76,17.38,343,0.0,2132500.0,NO,NO,2025-09-18,79455200.0,-18.83
14,MXL,96.6,7470681,Technology,Semiconductors,98.0,19.0,98.0,98.0,9.1857,8.5364,4877716.0,3515040.0,106.28,12.77,8650139648,NO,79.04,32.65,87.25,41.4,4090,0.0,8184900.0,NO,NO,2026-04-24,29044000.0,-9.11
15,AMDL,66.73,3601035,ETF,ETF,98.0,77.0,98.0,98.0,9.7879,7.9924,9594122.0,4113380.0,78.71,7.5,0,NO,51.51,24.63,56.67,29.05,570,0.0,4438900.0,NO,NO,2025-10-06,106498200.0,-15.22
22,MU,1132.33,84431604,Technology,Semiconductors,98.0,95.0,98.0,98.0,107.1914,78.6764,52241711.0,59354710.0,1255.0,103.38,1278845648896,NO,802.14,425.84,834.43,522.55,10599,0.0,86115000.0,YES,NO,2013-10-11,153906100.0,-9.77
30,WDC,586.45,21366429,Technology,Computer Hardware,98.0,88.0,97.0,98.0,64.4964,49.2186,8387769.0,13509760.0,799.87,62.94,202138845184,NO,510.91,280.37,522.04,341.69,12011,0.0,23368900.0,YES,NO,2009-06-30,65696343.0,-26.68
35,ORKA,90.6,4732649,,,98.0,98.0,97.0,98.0,5.5093,4.8657,1748835.0,2006580.0,91.12,10.97,5464275968,NO,66.87,40.45,67.02,47.44,7265,0.0,4732900.0,NO,NO,2026-04-29,7921000.0,-0.57
36,VICR,326.93,4158203,Technology,Electronic Components,98.0,16.0,97.0,98.0,28.155,24.7329,887304.0,1040100.0,369.4,41.76,14901928960,NO,288.65,162.4,290.8,197.91,9124,0.0,4158400.0,NO,NO,2023-07-26,4839800.0,-11.5
38,ICHR,94.0,2556128,Technology,Semiconductor Equipment & Materials,98.0,96.0,97.0,98.0,8.3043,7.0164,1049600.0,1358470.0,101.65,13.12,3277502976,NO,74.16,40.37,76.58,49.84,2398,0.0,3424400.0,NO,NO,2018-08-24,8215700.0,-7.53
40,INTC,128.32,98046468,Technology,Semiconductors,98.0,80.0,98.0,98.0,10.9529,8.9757,136021440.0,135499720.0,141.45,18.97,644936368128,NO,108.39,58.23,113.64,68.55,11664,0.0,99247000.0,YES,NO,1993-04-19,567708800.0,-9.28
44,LITE,816.98,8542953,Technology,Communication Equipment,98.0,9.0,77.0,96.0,75.9161,70.1493,6080024.0,5921340.0,1085.68,88.37,63561043968,NO,903.65,530.04,896.01,662.09,2748,0.0,9111900.0,YES,NO,2026-03-20,22868800.0,-24.75
46,NVCT,27.19,1277225,,,98.0,98.0,98.0,98.0,2.1028,2.0951,146638.0,476600.0,28.37,5.55,721229248,NO,11.32,8.4,12.15,9.56,1101,0.0,1277600.0,NO,NO,2022-02-07,43338700.0,-4.16
47,STX,899.9,9175598,Technology,Computer Hardware,98.0,75.0,97.0,98.0,85.5014,73.1136,4256040.0,5897650.0,1145.0,138.3,203604279296,NO,810.4,442.45,833.25,527.84,5922,0.0,9299000.0,YES,NO,2012-06-29,89629700.0,-21.41
48,DD,137.22,1487249,Basic Materials,Specialty Chemicals,98.0,98.0,98.0,98.0,9.5279,2.67,1252770.0,1708840.0,157.98,85.02,18527363072,NO,56.96,44.94,66.42,51.97,13629,0.0,1770300.0,NO,NO,2009-05-07,210065029.0,-13.14
49,UCTT,118.82,2602750,Technology,Semiconductor Equipment & Materials,98.0,97.0,97.0,98.0,9.9193,8.1971,1158350.0,1478840.0,125.0,21.28,5326504960,NO,89.65,52.07,93.13,63.06,5599,0.0,3107300.0,NO,NO,2018-01-02,7165600.0,-4.94
50,VPG,127.82,591789,Technology,Scientific & Technical Instruments,98.0,67.0,98.0,98.0,12.0279,11.3671,478314.0,571140.0,148.39,25.58,1700133760,NO,99.59,54.82,105.07,64.45,4027,0.0,1008000.0,NO,NO,2026-05-13,1453400.0,-13.86
53,PRAX,327.79,1708108,Healthcare,Biotechnology,98.0,11.0,52.0,78.0,18.4734,17.8541,486806.0,731280.0,366.52,37.19,9138383872,NO,314.75,252.07,316.58,307.11,1429,0.0,2060200.0,NO,NO,2025-10-16,13741900.0,-10.57
54,VSH,56.35,6809767,Technology,Semiconductors,98.0,92.0,98.0,98.0,6.6407,5.84,5893332.0,7426180.0,69.47,11.77,7669562880,NO,44.35,23.67,46.64,27.56,11664,0.0,7053500.0,NO,NO,2010-11-04,49052300.0,-18.89
55,HUT,123.02,11523319,Financial Services,Capital Markets,98.0,78.0,97.0,97.0,10.901,10.6596,4829543.0,4507320.0,140.8,17.87,13851327488,NO,103.51,62.11,106.41,70.66,2087,0.0,11584700.0,YES,NO,2025-12-17,22652500.0,-12.63
57,TNGX,31.47,15371009,Healthcare,Biotechnology,98.0,98.0,94.0,98.0,2.9646,2.5024,4082700.0,6757600.0,34.39,4.8,5123777024,NO,25.09,14.91,24.31,17.54,1459,0.0,15371100.0,YES,NO,2023-08-09,74897800.0,-8.49
58,SYRE,87.89,3406107,Healthcare,Biotechnology,98.0,95.0,96.0,97.0,6.3179,5.1871,1397262.0,2344980.0,102.06,14.0,7632477696,NO,75.95,42.77,76.73,51.92,2570,0.0,4441200.0,NO,NO,2023-06-22,10228380.0,-13.88
60,CDNL,92.0,1530823,Industrials,Engineering & Construction,98.0,98.0,98.0,98.0,6.2645,6.1638,552064.0,929200.0,93.72,21.98,1775239680,NO,57.86,,61.25,,135,1.13,2756500.0,NO,NO,2025-12-10,3595800.0,-1.84
64,AIP,43.29,2552399,Technology,Semiconductors,98.0,91.0,98.0,97.0,3.1765,2.9485,948222.0,1175760.0,45.3,8.42,1998785280,NO,33.5,19.46,35.64,22.84,1169,4.79,750400.0,NO,NO,2025-08-05,21920200.0,-4.44
65,SIMO,305.28,1113099,Technology,Semiconductors,98.0,83.0,98.0,98.0,26.4371,22.7643,1007174.0,970700.0,355.0,70.12,10351384576,NO,249.27,141.69,262.07,163.85,5280,0.0,1115400.0,NO,NO,2023-07-26,17771600.0,-14.01
67,BAND,56.9,3032789,Technology,Software - Infrastructure,98.0,5.0,98.0,98.0,5.4814,5.25,1186074.0,2150000.0,75.98,12.5,1821784832,NO,48.85,23.69,54.04,28.28,2166,0.0,719700.0,NO,NO,2022-11-02,11116300.0,-25.11
73,LQDA,78.17,3429142,Healthcare,Drug Manufacturers - Specialty & Generic,98.0,96.0,97.0,97.0,4.3429,4.1393,1823591.0,3233750.0,79.41,11.85,6951508992,NO,55.67,38.09,57.98,43.68,1990,0.0,3798300.0,NO,NO,2022-07-19,30246200.0,-1.56
77,PENG,62.28,3854299,Technology,Information Technology Services,98.0,92.0,98.0,98.0,7.2343,6.7839,2889990.0,3182090.0,77.4,16.04,3273446400,NO,49.04,28.04,51.54,30.51,2285,0.0,3858800.0,NO,NO,2019-01-09,15604200.0,-19.53
79,DOCN,139.28,15419949,Technology,Software - Infrastructure,98.0,9.0,95.0,98.0,14.7359,14.1927,4201775.0,4182290.0,187.5,25.56,14535843840,NO,143.64,75.89,149.02,91.2,1320,0.0,2532800.0,NO,NO,2026-04-08,16602000.0,-25.72
80,MRVL,266.77,40984037,Technology,Semiconductors,98.0,97.0,98.0,98.0,30.4021,25.1479,42809432.0,67032330.0,329.88,61.44,233370386432,NO,213.21,118.51,219.81,133.99,6535,0.0,41916500.0,YES,NO,2026-06-18,250989400.0,-19.13
82,ALAB,391.74,5636763,Technology,Semiconductors,98.0,96.0,98.0,97.0,39.4882,34.7181,6186754.0,7201550.0,440.99,85.85,67147341824,NO,278.4,190.53,299.7,197.97,568,0.0,4956700.0,NO,NO,2024-11-05,24756900.0,-11.17
83,KOD,35.94,2085296,Healthcare,Biotechnology,97.0,71.0,7.0,87.0,2.6957,2.6771,853938.0,910280.0,47.84,3.6,2249069056,NO,38.3,27.03,37.7,31.45,1941,0.0,2591100.0,NO,NO,2022-02-23,26802500.0,-24.87
84,BRUN,34.23,1355153,Technology,Software - Infrastructure,97.0,94.0,98.0,97.0,4.2585,4.0876,1433974.0,1771650.0,42.0,10.19,2102703360,NO,25.48,15.19,27.25,16.86,372,0.0,1331000.0,NO,NO,2025-09-16,5067100.0,-18.5
85,RVMD,182.08,7554451,Healthcare,Biotechnology,97.0,94.0,97.0,97.0,7.0341,6.8241,3420162.0,3809330.0,184.39,34.0,38709563392,NO,151.23,98.5,151.95,116.45,1600,0.0,9539800.0,YES,NO,2025-06-27,26439100.0,-1.25
86,TTMI,191.49,11378666,Technology,Electronic Components,97.0,58.0,97.0,97.0,16.1079,13.8964,2519200.0,3554700.0,223.83,39.2,19886247936,NO,170.83,101.99,176.59,120.24,6476,0.0,17245000.0,YES,NO,2016-11-17,20793200.0,-14.45
87,SHAZ,82.05,1177570,Technology,Information Technology Services,97.0,96.0,98.0,,11.2136,10.66,670980.0,1537030.0,97.48,16.55,1385052672,NO,60.68,,63.95,,90,0.0,1178000.0,NO,NO,2026-06-17,3956900.0,-15.83
90,AMD,521.58,51570759,Technology,Semiconductors,97.0,79.0,98.0,97.0,38.1721,31.315,37580227.0,32684350.0,562.99,133.5,850488655872,NO,433.85,268.64,461.91,299.25,11663,0.0,27031300.0,YES,NO,2018-08-27,325058400.0,-7.36
92,TSEM,249.91,1962365,Technology,Semiconductors,97.0,9.0,92.0,96.0,24.1243,18.835,2395193.0,1823060.0,319.94,42.08,29736548352,NO,246.46,148.63,247.73,176.86,7969,0.0,2001000.0,NO,NO,2022-02-15,19691500.0,-21.89
94,NBIS,240.3,12897950,Communication Services,Internet Content & Information,97.0,92.0,97.0,97.0,26.7201,25.1509,17558612.0,18581060.0,299.86,43.89,61011734528,NO,208.21,129.85,213.17,139.19,421,0.0,13071500.0,YES,NO,2025-09-09,88378300.0,-19.86
96,DELL,399.49,10767471,Technology,Computer Hardware,97.0,97.0,97.0,98.0,31.47,29.265,8777306.0,8583850.0,469.47,110.22,258127413248,NO,301.46,179.57,325.37,202.08,2477,0.0,11179200.0,YES,NO,2016-09-07,147907159.0,-14.91
97,ACMR,104.5,3414637,Technology,Semiconductor Equipment & Materials,97.0,95.0,97.0,97.0,10.6694,9.2941,1579572.0,2069740.0,111.41,23.03,7221941248,NO,72.55,51.04,77.86,58.55,2171,0.0,1750400.0,NO,NO,2024-02-28,12244400.0,-6.2
98,VIAV,47.63,21920780,Technology,Communication Equipment,97.0,9.0,91.0,97.0,4.4329,4.1264,7666040.0,13340760.0,60.43,9.62,11749638144,NO,49.62,28.53,49.96,34.22,8206,0.0,34966900.0,YES,NO,2013-12-20,87404420.0,-21.18
99,AMBQ,80.15,669424,Technology,Semiconductors,97.0,40.0,98.0,97.0,7.5734,7.1506,664348.0,1020310.0,91.61,22.12,1911211904,NO,63.26,38.0,68.51,42.65,228,0.0,947000.0,NO,NO,2025-07-30,5479500.0,-12.51
104,ATEX,89.67,921029,Communication Services,Telecom Services,97.0,96.0,97.0,98.0,6.7189,6.585,410622.0,622360.0,90.0,17.58,1748427904,NO,59.95,34.78,64.0,41.78,2865,1.4,334500.0,NO,NO,2020-12-21,3077900.0,-0.37
106,COHR,380.56,7069805,Technology,Scientific & Technical Instruments,97.0,81.0,93.0,96.0,39.7443,36.9264,6171922.0,6078290.0,440.0,84.35,74452500480,NO,365.11,230.03,368.12,274.32,9755,0.0,4530200.0,NO,NO,2026-03-20,51484800.0,-13.51
107,DRAM,71.88,57942257,ETF,ETF,97.0,96.0,,,6.7564,4.3743,32953184.0,58893080.0,81.34,26.14,0,NO,54.13,,57.19,,58,0.0,104823000.0,YES,NO,2026-06-25,104823000.0,-11.63
108,CIEN,479.5,8730826,Technology,Communication Equipment,97.0,3.0,62.0,96.0,33.615,32.585,2913241.0,4078380.0,637.51,76.89,67874627584,NO,519.95,317.14,516.97,379.67,7390,3.0,3554900.0,NO,NO,2011-06-08,36581000.0,-24.79
109,MANE,126.89,1235426,Healthcare,Biotechnology,97.0,96.0,96.0,,7.9707,7.7321,660317.0,995120.0,128.24,32.0,5301297664,NO,98.08,,98.58,,99,0.0,4047300.0,NO,YES,2026-06-26,4047300.0,-1.05
110,VSXY,88.5,2865705,Consumer Cyclical,Apparel Retail,97.0,98.0,97.0,94.0,4.0682,3.9589,2396793.0,2122840.0,88.57,17.53,7035017216,NO,61.1,49.45,63.05,57.2,1239,0.0,5882400.0,NO,NO,2024-03-07,25901500.0,-0.08
114,TWST,99.84,4104153,Healthcare,Diagnostics & Research,97.0,98.0,97.0,98.0,6.2029,5.8421,1687490.0,2728450.0,104.23,23.3,6217167360,NO,66.38,44.83,68.76,51.27,1922,0.0,4274900.0,NO,NO,2022-11-15,7568500.0,-4.21
117,COHU,64.08,2104989,Technology,Semiconductor Equipment & Materials,97.0,97.0,97.0,97.0,4.9064,4.0507,1431638.0,1555040.0,70.92,17.8,3022996480,NO,51.6,32.46,53.64,37.24,11663,5.07,1892000.0,NO,NO,2025-09-25,6205800.0,-9.64
120,CIFR,25.94,44814370,Technology,Information Technology Services,97.0,89.0,95.0,93.0,2.7994,2.5858,25779929.0,25845210.0,30.14,4.29,10610736128,NO,21.91,17.6,22.36,18.07,1426,0.0,22187600.0,YES,NO,2025-09-25,155920100.0,-13.93
122,TER,436.86,11458613,Technology,Semiconductor Equipment & Materials,97.0,93.0,93.0,97.0,34.0471,27.0236,4165079.0,6713440.0,472.37,88.6,68387004416,NO,379.83,261.5,382.98,306.83,13450,0.0,11483900.0,YES,NO,2020-09-18,30212400.0,-7.52
123,AMAT,626.84,27518637,Technology,Semiconductor Equipment & Materials,97.0,98.0,96.0,97.0,45.8221,32.5914,8262308.0,13658790.0,669.22,154.47,497685561344,NO,463.56,327.04,486.58,379.45,11663,8.28,16477800.0,YES,NO,1997-10-24,245229200.0,-6.33
125,KLIC,125.22,3483897,Technology,Semiconductor Equipment & Materials,97.0,94.0,97.0,97.0,8.7114,7.9457,933066.0,1693460.0,133.41,31.32,6553122816,NO,101.66,65.02,104.34,75.65,13450,0.0,3484100.0,NO,NO,2000-08-03,23567800.0,-6.14
126,LABU,276.16,756646,ETF,ETF,97.0,98.0,96.0,94.0,19.0114,17.2257,599753.0,659690.0,279.31,55.12,0,NO,189.7,156.66,191.48,174.1,2787,0.0,765900.0,NO,NO,2025-04-09,7938800.0,-1.13
128,POWL,279.77,2451290,Industrials,Electrical Equipment & Parts,97.0,16.0,94.0,97.0,22.8721,20.8014,707270.0,979070.0,328.0,67.82,10192481280,NO,282.49,174.42,285.04,201.64,11664,0.0,3521800.0,NO,NO,2024-07-31,5279700.0,-14.7
129,MKSI,388.61,1891265,Technology,Scientific & Technical Instruments,97.0,94.0,95.0,97.0,26.3629,20.5329,1225219.0,1574340.0,421.58,88.49,26248323072,NO,319.8,218.26,327.39,253.02,6853,0.0,2025700.0,NO,NO,2017-11-21,9564400.0,-7.82
131,GLW,221.05,45211402,Technology,Electronic Components,97.0,93.0,95.0,97.0,16.5057,13.3186,13970233.0,19270840.0,230.5,51.32,190243995648,NO,183.22,124.09,186.09,140.74,11211,0.0,45374700.0,YES,NO,2002-07-31,244754000.0,-4.1
134,LRCX,379.09,19520350,Technology,Semiconductor Equipment & Materials,97.0,94.0,96.0,97.0,29.3564,21.8036,10444790.0,14764740.0,409.75,90.94,474078969856,NO,310.35,217.19,316.5,248.62,10618,0.0,19726200.0,YES,NO,2012-06-04,298766000.0,-7.48
135,ANAB,63.15,1360857,Healthcare,Biotechnology,97.0,72.0,91.0,95.0,2.9471,2.9229,702769.0,588310.0,72.36,11.4,1837721984,NO,58.24,36.95,59.71,43.59,2366,0.43,303600.0,NO,NO,2019-11-08,26495100.0,-12.73
137,AMKR,78.72,5664871,Technology,Semiconductor Equipment & Materials,97.0,93.0,95.0,96.0,7.915,6.9429,5212867.0,7330730.0,96.68,20.59,19512524800,NO,73.93,49.06,75.53,56.82,7081,0.0,6612600.0,NO,NO,2021-02-12,27265800.0,-18.58
140,FLEX,146.7,9423297,Technology,Electronic Components,97.0,61.0,97.0,97.0,10.7314,9.7836,6793891.0,14461920.0,166.86,47.83,53749350400,NO,129.26,79.59,134.23,88.39,8122,0.0,10060500.0,YES,NO,2005-10-26,102901552.0,-12.08
142,MTRN,287.02,629241,Basic Materials,Other Industrial Metals & Mining,97.0,97.0,97.0,97.0,13.3121,12.4114,313004.0,544320.0,287.18,78.4,5970441728,NO,216.29,154.59,224.36,170.31,11664,0.0,1602500.0,NO,NO,2007-06-20,4251800.0,-0.06
143,STRL,804.76,3401910,Industrials,Engineering & Construction,97.0,73.0,97.0,97.0,68.78,62.9157,711667.0,1117830.0,1005.68,217.07,24694829056,NO,751.25,464.07,772.53,510.75,8802,0.0,5142300.0,NO,NO,2025-04-16,7646100.0,-19.98
145,MBX,52.31,1106035,Healthcare,Biotechnology,97.0,98.0,96.0,94.0,3.8258,3.7756,728270.0,1244810.0,53.51,9.63,2489827072,NO,34.71,29.47,35.96,33.89,447,0.0,2888000.0,NO,NO,2025-09-22,28303500.0,-2.24
146,WYFI,38.27,2189258,Technology,Information Technology Services,97.0,95.0,98.0,97.0,5.3726,5.2498,1705930.0,3494340.0,46.87,10.51,1477766016,NO,25.75,22.09,26.33,19.95,223,0.0,2190500.0,NO,NO,2025-08-07,14776600.0,-18.35
147,FORM,130.74,10937967,Technology,Semiconductor Equipment & Materials,97.0,32.0,87.0,97.0,13.2864,10.3886,1973787.0,2364780.0,159.09,26.08,10191806464,NO,135.18,84.53,135.64,101.46,5797,0.0,10971900.0,YES,NO,2018-03-09,14323200.0,-17.82
152,VECO,70.95,4184307,Technology,Semiconductor Equipment & Materials,97.0,94.0,97.0,97.0,6.9943,6.1479,1576961.0,2050260.0,86.63,19.29,4330325504,NO,60.2,38.26,62.38,42.46,7946,0.0,5028800.0,NO,NO,2000-10-06,15022300.0,-18.1
153,ARM,334.27,7649321,Technology,Semiconductors,97.0,84.0,97.0,98.0,41.0623,37.0106,11135885.0,13408530.0,452.7,100.02,357026693120,NO,281.8,172.52,303.91,185.42,697,0.0,8379900.0,NO,NO,2023-09-14,130534500.0,-26.16
156,SPHR,169.85,1621560,Communication Services,Entertainment,97.0,97.0,94.0,95.0,7.6882,7.6644,718506.0,818860.0,171.47,37.89,6079306240,NO,140.38,102.23,143.16,117.87,1561,0.0,1622200.0,NO,NO,2023-12-05,9793100.0,-0.94
164,AGX,765.46,442432,Industrials,Engineering & Construction,96.0,89.0,96.0,97.0,57.1214,51.8179,351591.0,403910.0,791.38,196.9,10731172864,NO,671.87,440.41,690.95,508.9,7763,1.88,236500.0,NO,NO,2026-03-20,2581700.0,-3.28
167,STM,71.42,9795108,Technology,Semiconductors,96.0,80.0,97.0,97.0,4.8443,3.4993,12239917.0,11604310.0,81.42,21.11,63477673984,NO,64.01,37.72,66.08,42.75,7939,0.0,9826400.0,YES,NO,1994-12-08,41167800.0,-12.28
169,SMTC,149.75,11307010,Technology,Semiconductors,96.0,17.0,97.0,96.0,13.825,11.9329,3534679.0,5878620.0,177.35,42.38,13949387776,NO,138.43,91.38,141.21,101.44,11664,0.0,18127800.0,YES,NO,2023-10-19,23292100.0,-15.56
170,DNTH,95.35,4594353,Healthcare,Biotechnology,96.0,78.0,73.0,96.0,5.8564,5.2207,897769.0,1710980.0,96.78,17.27,5212425216,NO,86.61,58.71,86.38,67.87,2013,0.0,1535900.0,NO,NO,2025-09-08,5974200.0,-1.48
175,APGE,132.55,5085596,Healthcare,Biotechnology,96.0,98.0,95.0,94.0,6.6846,3.6796,2247787.0,9703670.0,133.16,34.34,9965600768,NO,88.42,71.28,89.21,79.73,740,0.0,4952600.0,NO,NO,2026-06-22,61663500.0,-0.46
176,CRDO,238.0,38419301,Technology,Semiconductors,96.0,94.0,98.0,95.0,29.2899,25.6356,8444511.0,11468650.0,308.67,84.25,44381741056,NO,209.13,156.43,219.21,159.57,1106,0.0,8181700.0,NO,NO,2023-02-15,24917300.0,-22.9
178,AIS,79.82,956735,ETF,ETF,96.0,86.0,96.0,97.0,5.4052,3.7031,554474.0,850750.0,88.8,27.32,0,NO,69.38,47.32,71.96,52.29,390,0.0,1177500.0,NO,NO,2026-06-09,1459100.0,-10.11
184,SITM,672.19,2327022,Technology,Semiconductors,96.0,12.0,97.0,95.0,53.6,49.5611,554150.0,843720.0,901.81,186.49,17743683584,NO,672.64,422.17,693.16,479.99,1657,0.0,3537200.0,NO,NO,2026-03-20,4028500.0,-25.46
185,PDFS,63.01,1545510,Technology,Software - Application,96.0,97.0,96.0,97.0,4.635,3.8771,752404.0,784090.0,68.76,18.12,2638084864,NO,51.25,35.2,52.63,39.39,6263,0.0,1598700.0,NO,NO,2026-05-14,5406700.0,-8.36
191,ARWR,78.89,11787186,Healthcare,Biotechnology,96.0,53.0,88.0,71.0,3.963,3.963,2015550.0,3648020.0,84.55,14.3,11112210432,NO,75.32,59.16,75.96,68.06,8185,0.0,2430000.0,NO,NO,2014-10-08,54778100.0,-6.69
199,ATRO,84.32,1243857,Industrials,Aerospace & Defense,96.0,96.0,94.0,96.0,5.0196,4.8261,705938.0,914556.0,88.72,21.76,4161057792,NO,66.37,52.37,68.38,59.12,11663,0.98,600500.0,NO,NO,2025-09-10,7185830.0,-4.96
201,ONTO,323.92,2387298,,,96.0,95.0,94.0,96.0,26.3154,19.9831,1146272.0,1508750.0,353.18,89.4,16112936960,NO,288.61,201.15,291.25,230.93,1674,0.0,2393600.0,NO,NO,2023-10-17,9552200.0,-8.28
202,MTSI,369.18,3644794,Technology,Semiconductors,96.0,11.0,94.0,96.0,23.4464,20.1893,1472790.0,1890860.0,418.9,118.16,28166873088,NO,346.67,227.6,354.38,262.61,3591,0.0,4296300.0,NO,NO,2018-02-07,14046200.0,-11.87
203,PSI,168.18,395247,ETF,ETF,96.0,79.0,96.0,96.0,10.725,7.7614,415072.0,549940.0,184.65,57.31,0,NO,149.9,101.32,153.85,113.5,5285,0.0,402400.0,NO,NO,2007-10-25,9293700.0,-8.92
207,GLWG,35.23,2002256,ETF,ETF,96.0,96.0,97.0,,4.6336,3.7071,1169667.0,1674600.0,37.65,13.67,0,NO,26.43,,26.97,,76,0.0,2057700.0,NO,NO,2026-05-06,3757900.0,-6.43
208,XMTR,94.37,1125456,Industrials,Industrial Distribution,96.0,49.0,97.0,92.0,4.6975,4.4446,869211.0,694610.0,99.86,30.63,5213551616,NO,76.26,59.42,80.73,62.13,1253,0.0,1368800.0,NO,NO,2026-02-24,6999500.0,-5.5
210,FIX,1854.23,742581,Industrials,Engineering & Construction,96.0,42.0,90.0,96.0,112.9836,94.9564,447190.0,603730.0,2073.99,510.0,65239166976,NO,1864.94,1284.64,1873.79,1449.92,7294,0.0,1413700.0,NO,NO,2025-12-19,8010000.0,-10.6
215,EWY,197.28,17061724,ETF,ETF,96.0,45.0,95.0,96.0,13.03,9.0936,19352098.0,20388600.0,220.89,69.85,0,NO,183.82,126.11,186.26,142.13,6569,0.0,17099800.0,YES,NO,2026-03-03,65699600.0,-10.69
218,SEZL,170.56,862523,Financial Services,Credit Services,96.0,98.0,98.0,97.0,11.0649,10.292,718714.0,802890.0,186.74,49.5,5735424512,NO,110.63,80.1,116.26,84.21,699,0.0,862700.0,NO,NO,2023-09-19,10405200.0,-8.66
219,ELVN,50.08,5876733,Healthcare,Biotechnology,96.0,95.0,86.0,98.0,3.7191,3.4359,1383448.0,3322080.0,50.55,14.79,3577629184,NO,42.11,28.94,42.52,32.89,1581,0.0,6636300.0,NO,NO,2022-09-07,25749275.0,-0.93
220,KLAC,248.64,21179905,Technology,Semiconductor Equipment & Materials,96.0,96.0,95.0,96.0,19.5524,15.4981,11097875.0,15718530.0,269.9,83.22,324792254464,NO,201.4,148.49,207.01,164.99,11521,0.0,21388400.0,YES,NO,2002-10-23,329584000.0,-7.88
224,FLKR,64.42,840723,ETF,ETF,96.0,59.0,95.0,96.0,4.2946,2.8863,753646.0,1042920.0,72.49,23.84,0,NO,59.54,41.29,60.33,46.21,2141,0.0,846400.0,NO,NO,2024-07-25,4655000.0,-11.13
225,GH,149.22,18770032,Healthcare,Diagnostics & Research,96.0,93.0,95.0,91.0,6.8686,6.5314,2553943.0,3990960.0,151.85,40.35,19786561536,NO,111.18,95.82,115.4,104.22,1941,1.87,18770300.0,YES,YES,2026-06-26,18770300.0,-1.73
226,BHE,92.05,555815,Technology,Electronic Components,96.0,86.0,95.0,97.0,4.6164,4.0729,463745.0,703880.0,98.5,34.44,3302481152,NO,82.38,56.72,85.73,63.84,9064,2.81,458100.0,NO,NO,2003-04-22,6885225.0,-6.55
230,GFS,79.78,3534183,Technology,Semiconductors,96.0,32.0,96.0,97.0,5.2818,4.1519,4713769.0,2845080.0,92.55,31.51,43775352832,NO,74.05,48.17,76.0,54.03,1169,0.0,3608800.0,NO,NO,2025-12-19,52580300.0,-13.8
233,CEVA,42.32,1174185,Technology,Semiconductors,96.0,77.0,97.0,96.0,4.3121,3.8421,825074.0,869500.0,51.6,17.02,1179008384,NO,37.57,26.58,39.73,27.36,5948,0.0,684800.0,NO,NO,2025-11-19,4236800.0,-17.98
235,OSCR,29.79,5634056,,,96.0,97.0,98.0,96.0,1.7927,1.7813,7539350.0,6782910.0,30.38,10.69,8981476352,NO,22.75,17.62,23.58,17.46,1336,0.0,15469500.0,YES,NO,2025-07-22,82717500.0,-1.94
236,PACS,41.89,680494,,,96.0,83.0,87.0,69.0,1.8171,1.8057,876979.0,1033680.0,43.08,7.5,6630029824,NO,36.22,29.85,36.57,36.0,554,0.0,1918700.0,NO,NO,2024-11-04,13886700.0,-2.76
237,SOXX,589.94,9698658,ETF,ETF,96.0,78.0,96.0,96.0,38.0243,27.345,8963498.0,10136500.0,655.95,232.33,0,NO,530.41,369.38,542.8,406.21,6275,0.0,10928800.0,YES,NO,2025-10-10,26691200.0,-10.06
239,USD,92.56,779790,ETF,ETF,96.0,12.0,97.0,95.0,9.1393,6.8486,1069272.0,1006910.0,116.5,34.43,0,NO,92.25,63.15,93.46,67.64,4881,0.0,794000.0,NO,NO,2008-12-09,144076800.0,-20.55
240,ACLS,173.23,1774786,Technology,Semiconductor Equipment & Materials,96.0,87.0,96.0,96.0,14.5836,12.0793,681851.0,740950.0,193.78,65.64,5324032512,NO,154.54,104.52,160.42,113.74,6528,5.48,605900.0,NO,NO,2017-10-18,5688300.0,-10.6
