Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
553,BWA,68.11,1773103,Consumer Cyclical,Auto Parts,92.0,64.0,84.0,92.0,3.185,2.9271,2924464.0,2991820.0,78.82,33.14,13970378752,NO,64.85,52.23,66.37,56.07,8272,1.6,2683000.0,NO,NO,2025-03-21,55739000.0,-13.59
555,INSW,79.51,1922379,Energy,Oil & Gas Midstream,92.0,36.0,67.0,94.0,3.9342,3.9021,582391.0,764900.0,92.66,36.03,3936118528,NO,82.53,63.26,82.87,69.03,2414,0.0,1923500.0,NO,NO,2024-12-27,7364100.0,-14.19
559,PWR,687.87,1889115,Industrials,Engineering & Construction,92.0,14.0,85.0,93.0,32.2064,28.5329,1236108.0,1843170.0,788.75,363.01,103221870592,NO,703.75,531.89,711.02,574.7,7136,0.0,6308400.0,NO,NO,2009-06-30,41581400.0,-12.79
569,AAMI,72.2,798509,Financial Services,Asset Management,92.0,11.0,88.0,91.0,3.8399,3.1738,458267.0,890640.0,85.73,34.93,2572412928,NO,71.38,55.19,71.21,58.82,2944,0.0,741300.0,NO,NO,2020-06-19,12096900.0,-15.78
570,TSM,432.35,14878021,Technology,Semiconductors,92.0,70.0,89.0,91.0,19.7257,15.8986,13716630.0,14604780.0,476.79,221.18,2242372173824,NO,412.64,340.17,417.27,362.53,7222,0.0,17951300.0,YES,NO,2025-01-27,68667500.0,-9.32
571,ADI,386.91,12192427,Technology,Semiconductors,91.0,36.0,88.0,92.0,20.5129,16.72,4417979.0,6276750.0,445.91,218.37,188458844160,NO,406.48,314.0,411.38,345.47,11663,0.0,6440800.0,NO,NO,2006-08-11,27748000.0,-13.23
572,UNFI,49.13,601362,Consumer Defensive,Food Distribution,91.0,16.0,54.0,91.0,2.9979,2.66,670864.0,816740.0,57.02,22.12,2973305344,NO,50.38,40.74,50.97,42.59,7458,0.0,1786700.0,NO,NO,2020-05-13,23196100.0,-13.84
574,SION,42.18,851779,Healthcare,Biotechnology,91.0,24.0,60.0,20.0,2.8229,2.7821,429427.0,498500.0,48.45,15.1,1904440832,NO,39.87,37.64,39.64,39.37,347,0.0,1019100.0,NO,NO,2025-06-27,2248200.0,-12.94
575,WCC,347.33,594653,Industrials,Industrial Distribution,91.0,15.0,88.0,89.0,14.6093,12.7343,566440.0,511590.0,377.9,183.0,16916669440,NO,348.34,281.86,352.38,302.77,6823,0.0,900500.0,NO,NO,2023-06-16,7823100.0,-8.09
576,CHPY,81.28,739963,ETF,ETF,91.0,75.0,93.0,92.0,4.7971,3.5664,702393.0,828280.0,89.86,50.85,0,NO,75.93,62.09,77.85,64.84,305,0.0,893700.0,NO,NO,2026-05-05,1887900.0,-9.55
580,CHEF,95.92,903127,Consumer Defensive,Food Distribution,91.0,95.0,94.0,91.0,3.465,3.3664,503541.0,694160.0,97.63,53.2,3911389952,NO,79.1,66.36,82.06,69.81,3749,0.0,308900.0,NO,NO,2011-07-28,6574100.0,-1.75
596,JBL,358.6,1505135,Technology,Electronic Components,91.0,22.0,90.0,93.0,21.8321,20.7364,1293906.0,2067300.0,428.93,189.6,37833240576,NO,355.58,264.8,357.65,287.5,8345,0.0,3717600.0,NO,NO,2014-11-04,36679300.0,-16.4
597,TXN,285.43,28530471,Technology,Semiconductors,91.0,9.0,93.0,94.0,16.2714,12.6586,8502088.0,11668470.0,334.03,152.73,259763224576,NO,290.72,213.28,295.8,230.73,13630,0.0,29809300.0,YES,NO,1987-09-16,136944000.0,-14.55
598,QTUM,155.97,986092,ETF,ETF,91.0,47.0,92.0,90.0,6.6964,5.4329,695461.0,757980.0,170.0,89.23,0,NO,148.66,120.85,150.72,126.33,1962,0.0,986500.0,NO,NO,2025-01-08,2103300.0,-8.25
605,LGIH,65.84,1121022,Consumer Cyclical,Residential Construction,91.0,97.0,95.0,93.0,3.4643,3.2786,441661.0,509870.0,69.5,33.55,1529613184,NO,48.91,48.28,50.2,48.17,3176,0.0,1339600.0,NO,NO,2017-02-06,3565100.0,-5.27
613,BLBD,78.81,1018909,Industrials,Farm & Heavy Construction Machinery,91.0,91.0,91.0,92.0,2.7993,2.5768,443669.0,465290.0,81.51,42.0,2494067456,NO,68.43,57.72,69.91,59.45,3085,3.33,456700.0,NO,NO,2023-12-12,3311600.0,-3.31
614,ARKG,41.43,6687042,ETF,ETF,91.0,96.0,93.0,87.0,1.845,1.6011,2925309.0,4763690.0,42.15,22.73,0,NO,32.02,29.91,32.76,30.3,2928,1.17,4808000.0,NO,NO,2020-12-29,15040000.0,-1.71
617,DAL,92.57,7110923,Industrials,Airlines,91.0,92.0,90.0,85.0,3.2543,2.8986,8985429.0,9937570.0,95.14,48.24,60817969152,NO,75.84,67.24,77.84,71.16,4817,0.89,11815600.0,YES,NO,2013-09-10,206372300.0,-2.7
618,VAC,101.3,323292,Consumer Cyclical,Resorts & Casinos,91.0,94.0,92.0,95.0,4.1164,3.885,514220.0,492430.0,102.0,44.58,3478952448,NO,81.66,67.17,83.55,69.13,3678,0.0,898800.0,NO,NO,2018-08-31,7085300.0,-0.69
619,YANG,40.72,914710,ETF,ETF,91.0,97.0,86.0,94.0,1.6243,1.1079,1020670.0,781380.0,42.22,19.94,0,NO,29.52,25.74,30.64,27.32,4165,0.0,926200.0,NO,NO,2025-10-10,18624300.0,-3.55
624,WWD,431.62,2484985,Industrials,Aerospace & Defense,91.0,95.0,81.0,89.0,16.2821,14.9314,817793.0,1136280.0,450.92,233.31,25717153792,NO,375.85,329.31,375.48,357.44,8112,0.0,2569700.0,NO,NO,2018-02-08,6412900.0,-4.28
625,OII,40.03,1449776,,,91.0,74.0,56.0,94.0,1.6007,1.5379,1112774.0,1529860.0,40.21,20.21,3992802048,NO,37.9,30.74,37.84,33.36,12768,0.0,4923100.0,NO,NO,2019-11-04,20401800.0,-0.45
632,TFII,144.46,212906,Industrials,Trucking,91.0,18.0,90.0,89.0,5.2471,4.9114,389891.0,423010.0,167.69,80.63,11872594944,NO,145.5,113.13,147.36,123.1,5184,0.0,245600.0,NO,NO,2020-02-13,2600800.0,-13.85
635,LSTR,209.21,529597,Industrials,Integrated Freight & Logistics,91.0,77.0,89.0,91.0,6.9464,6.8071,484985.0,500550.0,228.46,119.32,7098120704,NO,195.35,156.03,197.99,168.36,8385,0.0,657900.0,NO,NO,1993-09-29,29786400.0,-8.43
636,NTCT,41.59,1486055,,,91.0,65.0,86.0,92.0,1.3707,1.36,624240.0,784570.0,43.8,20.39,2973486080,NO,38.43,30.67,39.07,32.43,6759,0.0,1718300.0,NO,NO,2021-11-04,16146600.0,-5.05
637,SOLS,82.69,5437429,Basic Materials,Specialty Chemicals,91.0,20.0,60.0,95.0,3.9164,3.6823,1981074.0,2041060.0,90.8,40.43,13131526144,NO,82.89,,82.36,71.24,172,0.0,7581000.0,NO,NO,2025-12-19,37846300.0,-8.93
639,CTS,65.0,429480,Technology,Electronic Components,91.0,68.0,89.0,92.0,2.7929,2.5821,298937.0,519020.0,69.55,36.03,1858539136,NO,61.17,49.63,62.32,53.51,11663,0.0,335000.0,NO,NO,2001-03-07,3751300.0,-6.54
640,ETSY,78.04,2247062,Consumer Cyclical,Internet Retail,91.0,95.0,94.0,91.0,2.845,2.7568,3056824.0,3233600.0,79.9,44.0,7405702144,NO,66.04,60.11,66.7,58.79,2816,0.0,3773400.0,NO,NO,2024-09-20,37801100.0,-2.33
645,CORT,87.32,1366638,Healthcare,Biotechnology,91.0,97.0,97.0,24.0,3.9307,3.8707,1147893.0,1053260.0,91.0,28.66,9373940736,NO,62.03,60.19,65.6,53.7,5585,0.4,1103000.0,NO,NO,2020-09-02,88404100.0,-4.04
646,AIA,138.0,1144339,ETF,ETF,91.0,39.0,87.0,92.0,5.8329,3.9029,488537.0,489230.0,150.83,80.08,0,NO,134.36,110.18,135.88,116.44,4677,0.0,896500.0,NO,NO,2021-03-08,4956000.0,-8.51
647,GVA,160.39,2136495,Industrials,Engineering & Construction,91.0,94.0,90.0,89.0,5.2457,4.8036,754788.0,1140970.0,162.08,89.8,7016532992,NO,137.19,121.17,139.9,128.05,9112,0.52,2136500.0,NO,NO,2019-12-20,8582800.0,-1.04
656,PHIN,84.82,594795,Consumer Cyclical,Auto Parts,90.0,86.0,83.0,90.0,2.8971,2.7321,379172.0,634250.0,86.94,44.26,3140083968,NO,77.52,66.26,78.59,71.21,752,0.0,1729300.0,NO,NO,2023-07-05,12492100.0,-2.44
658,ROKU,135.4,9730252,Communication Services,Entertainment,90.0,72.0,93.0,82.0,5.5593,5.51,4207733.0,13184820.0,148.88,78.53,20085528576,NO,125.53,105.98,128.75,109.78,2197,0.0,9730300.0,YES,NO,2022-02-18,66585200.0,-9.05
659,GOLF,118.08,474404,Consumer Cyclical,Leisure,90.0,97.0,87.0,91.0,3.8701,3.5636,347167.0,485660.0,118.7,72.06,6914062336,NO,94.66,89.11,96.2,93.86,2427,2.34,1291500.0,NO,NO,2016-10-28,6904800.0,-0.52
662,UAL,136.11,5971335,Industrials,Airlines,90.0,95.0,93.0,79.0,6.0236,5.2886,6805646.0,6712860.0,138.44,78.33,44177186816,NO,104.13,102.81,106.84,105.14,5129,0.01,6065700.0,NO,NO,2020-06-04,142812800.0,-1.68
668,DTCR,30.68,2894047,ETF,ETF,90.0,40.0,87.0,92.0,1.0607,0.8629,1297506.0,2055640.0,32.79,18.13,0,NO,30.19,24.58,30.47,26.14,1419,0.0,1276600.0,NO,NO,2026-06-18,5711900.0,-6.43
670,FTAI,260.08,2467485,Industrials,Aerospace & Defense,90.0,76.0,52.0,92.0,17.2154,15.9818,1246243.0,1103630.0,323.51,108.47,26679779328,NO,250.27,223.57,250.57,244.98,2796,0.0,2623100.0,NO,NO,2025-01-15,20029100.0,-19.61
671,CBRL,52.85,2345574,Consumer Cyclical,Restaurants,90.0,98.0,96.0,95.0,3.2893,2.735,1270382.0,1358060.0,71.93,24.85,1181274624,NO,34.58,33.23,36.47,31.82,11248,0.0,737600.0,NO,NO,2026-06-10,11347700.0,-26.53
672,XBI,155.38,10705388,ETF,ETF,90.0,92.0,84.0,84.0,4.5157,4.1586,9087467.0,11115590.0,155.93,82.04,0,NO,135.07,122.3,135.6,128.58,5129,0.0,11005800.0,YES,NO,2025-04-09,36123800.0,-0.35
682,IBKR,89.82,5896218,Financial Services,Capital Markets,90.0,89.0,90.0,89.0,3.46,3.1036,4892356.0,4747870.0,97.84,53.14,152354684928,NO,85.32,72.96,85.78,75.29,4817,0.0,5909100.0,NO,NO,2025-08-27,98998600.0,-8.2
683,OKTA,124.28,4636841,,,90.0,97.0,94.0,90.0,6.0694,6.0694,4083583.0,3685370.0,142.35,62.66,21600778240,NO,96.8,87.91,101.1,88.48,2317,0.07,4711600.0,NO,NO,2022-09-01,45872000.0,-12.69
685,QTEC,316.18,2169126,ETF,ETF,90.0,71.0,93.0,89.0,13.185,10.2386,279490.0,689340.0,340.23,205.57,0,NO,296.34,246.65,302.01,253.88,5070,0.0,4589500.0,NO,NO,2016-11-11,18972200.0,-7.07
689,ACA,144.5,1052565,Industrials,Engineering & Construction,90.0,92.0,90.0,86.0,4.2399,3.485,473650.0,1475340.0,146.92,81.91,7095933952,NO,125.51,110.89,127.86,117.27,1918,0.0,1955300.0,NO,NO,2019-06-28,5586000.0,-1.65
702,UNH,427.89,6812847,Healthcare,Healthcare Plans,90.0,89.0,94.0,87.0,9.7171,9.465,7754738.0,7255190.0,427.93,234.6,388585914368,NO,382.92,335.87,390.32,335.08,10503,0.15,10585900.0,YES,NO,1998-08-06,161821600.0,-0.01
706,MPWR,1313.32,3434773,Technology,Semiconductors,90.0,3.0,83.0,90.0,116.2157,96.1072,777672.0,1350910.0,1714.09,686.87,64523407360,NO,1553.85,1159.52,1545.78,1241.79,5433,0.0,3480000.0,NO,NO,2021-02-11,10003300.0,-23.38
710,BHYP,36.42,349861,ETF,ETF,90.0,76.0,,,3.3629,2.1471,650493.0,586730.0,43.03,24.18,0,NO,,,,,28,3.4,244800.0,NO,NO,2026-06-12,1405900.0,-15.36
714,GKOS,144.42,858908,Healthcare,Medical Devices,90.0,97.0,89.0,84.0,5.4316,5.1755,963456.0,915090.0,148.11,73.16,8482351616,NO,127.79,108.95,128.97,118.28,2767,0.0,1989600.0,NO,NO,2018-08-29,11054300.0,-2.49
717,NVMI,488.58,797729,,,90.0,18.0,50.0,92.0,41.9957,32.1814,410050.0,538900.0,615.99,232.73,15539853312,NO,520.38,414.01,519.63,453.1,6591,0.0,821400.0,NO,NO,2000-04-11,4895500.0,-20.68
718,URI,1121.66,947974,Industrials,Rental & Leasing Services,90.0,91.0,93.0,89.0,32.215,29.1264,554122.0,595040.0,1143.69,701.59,70268141568,NO,983.63,888.46,1009.66,885.61,7173,0.0,959600.0,NO,NO,2007-11-14,36409300.0,-1.93
724,HONIV,256.01,7067827,,,90.0,,,,,,787800.0,787800.0,267.99,180.01,0,YES,,,,,9,0.92,7067800.0,NO,YES,2026-06-26,7067800.0,-4.47
730,CAKE,80.38,1898087,Consumer Cyclical,Restaurants,90.0,95.0,91.0,92.0,2.8229,2.7264,1220112.0,1492520.0,80.89,43.07,3993709312,NO,65.16,57.57,66.79,60.46,8500,0.0,1005700.0,NO,NO,1992-09-18,24816375.0,-0.63
732,VLO,259.37,8333191,Energy,Oil & Gas Refining & Marketing,90.0,85.0,41.0,93.0,9.9429,9.0307,3213145.0,3977380.0,265.61,130.78,77015449600,NO,246.6,203.2,247.65,217.08,11210,0.0,8402800.0,NO,NO,2004-04-28,84719360.0,-2.35
737,AIPO,31.94,1639150,ETF,ETF,89.0,40.0,86.0,91.0,1.4151,1.1227,1200488.0,1595640.0,34.79,19.17,0,NO,31.77,26.04,32.15,27.25,231,0.0,1918800.0,NO,NO,2026-06-11,2865600.0,-8.19
741,EMXC,100.05,2524790,ETF,ETF,89.0,47.0,87.0,90.0,3.4094,2.3462,2903445.0,2976250.0,107.12,62.3,0,NO,96.29,80.5,96.94,84.91,2242,0.0,2735000.0,NO,NO,2025-05-20,58238900.0,-6.6
743,FDX,318.53,2227999,Industrials,Integrated Freight & Logistics,89.0,20.0,66.0,88.0,11.0257,10.455,2101322.0,2628760.0,345.37,174.13,76003409920,NO,317.9,261.25,320.12,287.88,12152,0.0,3422600.0,NO,NO,2022-09-16,42444558.0,-7.77
744,QLD,89.12,4345225,ETF,ETF,89.0,12.0,93.0,83.0,5.005,4.0686,5263733.0,4790430.0,101.19,56.6,0,NO,89.42,74.25,90.71,76.13,5035,0.0,4497800.0,NO,NO,2008-11-20,5974124800.0,-11.93
751,STT,168.11,3957442,Financial Services,Asset Management,89.0,82.0,89.0,86.0,4.6486,4.3736,2208872.0,3200060.0,175.46,101.98,46527307776,NO,157.24,131.93,158.05,138.55,11664,0.0,4014100.0,NO,NO,2009-01-20,76692600.0,-4.19
764,WST,350.85,663756,Healthcare,Medical Instruments & Supplies,89.0,90.0,91.0,85.0,8.165,7.2886,856966.0,931460.0,352.31,206.8,24786708480,NO,312.85,273.91,319.7,277.09,11664,0.0,1255000.0,NO,NO,2020-05-21,16495700.0,-0.41
766,CROX,127.76,1613376,Consumer Cyclical,Footwear & Accessories,89.0,68.0,93.0,88.0,5.0007,4.42,1273848.0,1245470.0,129.79,73.21,6348349440,NO,111.09,91.29,112.19,96.34,5126,0.0,1009300.0,NO,NO,2007-11-01,60485700.0,-1.56
767,R,260.93,425620,Industrials,Rental & Leasing Services,89.0,78.0,87.0,88.0,8.5464,8.185,418920.0,489990.0,284.25,157.67,10095646720,NO,249.61,206.27,253.81,218.83,11716,0.0,907500.0,NO,NO,2017-06-16,9940400.0,-8.2
769,NSA,45.43,662408,,,89.0,81.0,81.0,94.0,1.0549,0.9999,877967.0,721950.0,46.47,27.43,6670064128,NO,43.26,34.97,43.49,36.92,2812,0.0,949100.0,NO,NO,2026-03-16,18846900.0,-2.24
774,RSPT,61.84,1076777,ETF,ETF,89.0,50.0,90.0,88.0,2.1543,1.7586,559366.0,772460.0,67.49,40.28,0,NO,59.04,49.18,59.9,51.11,4938,0.0,1077000.0,NO,NO,2023-05-09,18775000.0,-8.37
782,NTAP,152.45,3196126,,,89.0,83.0,92.0,90.0,6.6886,6.67,3005603.0,3276000.0,192.83,93.69,29867991040,NO,136.04,115.69,141.32,116.41,7698,0.0,3318600.0,NO,NO,2012-05-24,54215800.0,-20.94
794,NTRA,261.91,3403535,,,89.0,97.0,89.0,66.0,13.1129,12.7036,1548695.0,2007660.0,271.47,131.81,37509537792,NO,212.4,208.58,213.89,215.03,2763,0.0,3411700.0,NO,NO,2022-03-09,41733200.0,-3.52
796,LLY,1208.12,7701171,Healthcare,Drug Manufacturers - General,89.0,90.0,90.0,69.0,38.1007,37.1364,3293511.0,3443840.0,1215.76,623.78,1077330575360,NO,1031.3,975.91,1054.18,1024.49,13630,0.1,7721600.0,NO,NO,2019-03-06,74822500.0,-0.63
801,HXL,96.52,1418526,Industrials,Aerospace & Defense,89.0,87.0,79.0,85.0,3.3636,3.2829,1076996.0,1201500.0,101.51,56.2,7280231424,NO,91.83,80.06,92.26,85.53,11664,0.0,1418600.0,NO,NO,2020-06-19,12921200.0,-4.92
804,SN,145.1,1776077,Consumer Cyclical,"Furnishings, Fixtures & Appliances",89.0,96.0,91.0,86.0,6.5929,5.9602,2024806.0,1535960.0,145.88,83.12,20534607872,NO,120.28,111.19,122.12,117.54,730,0.0,1776300.0,NO,NO,2026-05-15,11957600.0,-0.53
806,RHP,132.13,533937,Real Estate,REIT - Hotel & Motel,89.0,92.0,91.0,89.0,3.0114,2.8707,629611.0,846890.0,132.13,83.82,8338628608,NO,112.89,99.1,115.0,102.56,8729,0.0,2316000.0,NO,NO,2009-09-24,11874000.0,0.0
809,C,141.76,17909590,Financial Services,Banks - Diversified,89.0,91.0,86.0,81.0,3.6729,3.3286,12217745.0,15110470.0,147.96,84.61,241782587392,NO,131.06,114.29,131.57,120.66,12472,0.91,12155900.0,YES,NO,2009-12-17,377263850.0,-4.19
818,RRX,219.75,1324190,Industrials,Specialty Industrial Machinery,88.0,83.0,75.0,93.0,11.2164,9.3486,1078435.0,1078600.0,236.35,127.96,14628663296,NO,210.36,175.41,210.26,188.59,11664,0.0,1924800.0,NO,NO,2021-10-05,5195500.0,-7.02
823,TGT,140.39,6307040,Consumer Defensive,Discount Stores,88.0,87.0,79.0,92.0,4.2621,3.9571,5127687.0,5242750.0,142.82,83.44,63763890176,NO,128.01,108.6,128.65,116.92,13450,0.0,6802000.0,NO,NO,1987-10-20,80400000.0,-1.7
834,SAIA,430.51,546521,Industrials,Trucking,88.0,10.0,86.0,87.0,21.3307,20.3214,439804.0,428390.0,494.71,249.32,11452393472,NO,450.81,362.97,453.75,391.58,5986,0.0,558600.0,NO,NO,2021-08-27,6159900.0,-12.98
843,IRM,132.44,1985518,Real Estate,REIT - Specialty,88.0,77.0,88.0,94.0,3.8314,3.6207,1545691.0,1769570.0,134.68,77.77,39404167168,NO,125.34,104.54,126.4,107.09,7649,0.0,2134000.0,NO,NO,2009-01-05,35745493.0,-1.66
847,BMO,175.1,584782,Financial Services,Banks - Diversified,88.0,83.0,86.0,88.0,2.8536,2.6436,782379.0,830040.0,175.54,109.31,122642956288,NO,158.92,139.29,161.12,145.2,7967,0.66,712900.0,NO,NO,2010-12-17,10489300.0,-0.25
868,TRGP,272.61,2122750,Energy,Oil & Gas Midstream,88.0,75.0,54.0,92.0,7.6529,7.15,1257372.0,1431350.0,280.0,144.14,58514071552,NO,259.13,209.57,261.48,229.08,3911,0.0,2130700.0,NO,NO,2022-10-11,49033200.0,-2.64
871,NSIT,119.49,1136545,,,88.0,93.0,95.0,92.0,5.105,5.0964,524820.0,522570.0,148.58,63.62,3609065984,NO,94.18,90.93,97.29,86.08,7908,0.0,1313000.0,NO,NO,2002-07-18,12058000.0,-19.58
872,APH,163.72,11820489,Technology,Electronic Components,88.0,94.0,87.0,80.0,6.8843,5.82,9758945.0,9578910.0,168.75,95.19,201414000640,NO,144.27,137.58,144.76,141.14,8717,0.0,8483500.0,NO,NO,1997-01-23,220096000.0,-2.98
885,GOOGL,337.39,110924370,Communication Services,Internet Content & Information,88.0,6.0,79.0,57.0,12.695,11.2936,31763470.0,43734890.0,408.61,172.77,4117026308096,NO,369.28,313.85,372.46,333.39,5498,0.0,114642600.0,YES,NO,2006-01-20,1643023332.0,-17.43
891,NUVL,123.52,2988625,,,88.0,92.0,85.0,77.0,3.0393,0.5879,2115672.0,3197220.0,123.69,71.13,9773920256,NO,107.57,100.77,108.48,104.6,1233,0.0,2989400.0,NO,NO,2026-06-09,51699500.0,-0.14
897,VOLT,40.34,293413,ETF,ETF,87.0,65.0,78.0,89.0,1.2526,1.0004,404761.0,417040.0,42.16,25.09,0,NO,39.68,33.51,39.82,35.2,389,0.0,293400.0,NO,NO,2025-06-24,848600.0,-4.32
