Rank,Ticker,Price,DVol,Sector,Industry,RS Percentile,1M_RS Percentile,3M_RS Percentile,6M_RS Percentile,ATR,ADR,AvgVol,AvgVol10,52WKH,52WKL,Earning_Date,MCAP,IPO,SMA50,SMA200,SMA10W,SMA30W,History_Days,Gap (%),Latest Volume,9M+ Volume,HVE,HVE Date,HVE Volume,%_From_52WKH
48,KOD,38.3,565552,Healthcare,Biotechnology,98.0,89.0,16.0,91.0,2.9093,2.8757,751649.0,1013110.0,47.84,3.73,,2396754176,NO,37.49,27.89,36.5,32.41,1947,1.54,565577,NO,NO,2022-02-23,26802500.0,-19.94
49,PRAX,323.95,579503,Healthcare,Biotechnology,98.0,95.0,42.0,66.0,20.9164,20.2335,500480.0,754700.0,366.52,37.19,,9031328768,NO,313.71,260.66,313.93,311.3,1435,0.51,579503,NO,NO,2025-10-16,13741900.0,-11.61
51,ICHR,85.01,1220779,Technology,Semiconductor Equipment & Materials,98.0,94.0,96.0,98.0,10.0729,8.6067,1142429.0,1523680.0,113.58,13.12,,2964048128,NO,78.49,42.91,81.37,54.77,2404,0.0,1220779,NO,NO,2018-08-24,8215700.0,-25.15
52,RVMD,190.46,1892451,Healthcare,Biotechnology,98.0,95.0,97.0,97.0,7.3392,7.1971,3569593.0,4191340.0,193.69,34.0,,40491122688,NO,156.6,102.85,162.44,123.82,1606,0.0,1892451,NO,NO,2025-06-27,26439100.0,-1.67
58,SIMO,294.9,716810,Technology,Semiconductors,98.0,53.0,98.0,98.0,29.5914,24.2666,1056022.0,869080.0,355.0,70.12,,9999420416,NO,270.37,148.52,282.83,177.7,5286,0.0,716810,NO,NO,2023-07-26,17771600.0,-16.93
59,INTC,110.39,139490262,Technology,Semiconductors,98.0,33.0,97.0,98.0,11.245,9.4293,136799404.0,113470680.0,142.35,18.97,,554820108288,NO,115.39,61.25,118.5,73.61,11670,0.0,139490262,YES,NO,1993-04-19,567708800.0,-22.45
62,ALAB,382.89,7016569,Technology,Semiconductors,98.0,81.0,98.0,97.0,47.0415,41.6006,6335208.0,5724410.0,499.48,88.19,,65630388224,NO,312.55,197.32,336.45,213.74,575,0.0,7166354,NO,NO,2024-11-05,24756900.0,-23.34
63,MBX,62.0,755838,Healthcare,Biotechnology,98.0,98.0,97.0,96.0,3.6936,3.6779,758113.0,1111610.0,62.25,9.63,,2951047168,NO,37.54,30.88,41.77,35.83,453,0.68,756531,NO,NO,2025-09-22,28303500.0,-0.4
65,PENG,62.71,7370549,Technology,Information Technology Services,98.0,7.0,98.0,98.0,8.2843,7.567,3008785.0,3609630.0,77.4,16.04,2026-07-07,3296047360,NO,53.85,29.28,57.77,33.24,2291,0.0,7370549,NO,NO,2019-01-09,15604200.0,-18.98
72,LABU,322.62,527588,ETF,ETF,98.0,98.0,97.0,96.0,21.1348,19.6269,577134.0,563540.0,324.79,57.67,,0,NO,201.43,163.28,218.09,183.92,2793,2.23,530898,NO,NO,2025-04-09,7938800.0,-0.67
74,DELL,417.28,7015649,Technology,Computer Hardware,98.0,34.0,98.0,98.0,31.9857,29.66,8749983.0,7791330.0,469.47,110.22,,269622296576,NO,331.14,189.63,362.91,219.83,2484,0.0,7015649,NO,NO,2016-09-07,147907159.0,-11.12
75,DOCN,137.04,5460144,Technology,Software - Infrastructure,98.0,2.0,95.0,98.0,13.9196,12.7896,4180544.0,4552410.0,187.5,25.56,,14302066688,NO,150.88,79.58,155.33,96.71,1327,0.0,5460144,NO,NO,2026-04-08,16602000.0,-26.91
77,CELC,115.72,1436555,Healthcare,Biotechnology,97.0,95.0,33.0,70.0,5.2765,5.2515,1346716.0,1199720.0,151.02,13.31,,5643234816,NO,113.64,99.87,112.81,111.13,2209,1.71,1436555,NO,NO,2025-07-28,27636800.0,-23.37
79,AMD,516.11,28746287,Technology,Semiconductors,97.0,32.0,98.0,97.0,38.6457,31.245,37019581.0,31066650.0,584.73,135.91,,841569271808,NO,469.57,281.93,493.37,319.05,11670,0.0,29007561,YES,NO,2018-08-27,325058400.0,-11.74
81,CDNL,75.85,698074,Industrials,Engineering & Construction,97.0,94.0,97.0,98.0,8.4121,8.3012,614003.0,1237120.0,96.4,21.98,,1463607936,NO,62.75,,65.97,44.03,142,0.0,698074,NO,NO,2025-12-10,3595800.0,-21.32
82,STRO,32.13,580045,Healthcare,Biotechnology,97.0,88.0,90.0,98.0,2.8611,2.8275,343132.0,620530.0,43.85,7.15,,532408224,NO,31.87,19.23,31.16,23.81,1952,1.21,583111,NO,NO,2026-06-26,2773500.0,-26.73
90,ANAB,67.32,947028,Healthcare,Biotechnology,97.0,96.0,95.0,97.0,3.6117,3.5917,676348.0,712960.0,72.36,11.4,,1993390848,NO,60.49,38.72,60.57,46.08,2373,0.0,947033,NO,NO,2019-11-08,26495100.0,-6.97
91,MANE,116.8,336886,Healthcare,Biotechnology,97.0,91.0,96.0,,8.7496,8.6025,666790.0,1082930.0,131.24,32.0,,4879750656,NO,104.21,,106.35,,105,0.0,384797,NO,NO,2026-06-26,4047300.0,-11.0
103,AMBQ,75.48,524256,Technology,Semiconductors,97.0,8.0,98.0,97.0,7.2881,6.7228,694468.0,883740.0,91.61,22.12,,1799853696,NO,70.15,39.69,76.43,45.88,235,0.0,524256,NO,NO,2025-07-30,5479500.0,-17.61
104,DNTH,95.76,819540,Healthcare,Biotechnology,97.0,90.0,63.0,97.0,5.4793,5.3436,904618.0,1664640.0,98.7,18.08,,5234838528,NO,86.95,60.71,88.29,71.45,2020,0.0,819540,NO,NO,2025-09-08,5974200.0,-2.98
109,ACMR,94.66,1841015,Technology,Semiconductor Equipment & Materials,97.0,76.0,98.0,97.0,11.4851,9.7051,1684200.0,2155460.0,127.19,23.03,,6541904384,NO,80.57,53.77,86.05,62.42,2178,0.0,1841134,NO,NO,2024-02-28,12244400.0,-25.58
110,SHAZ,71.76,1951654,Technology,Information Technology Services,97.0,16.0,98.0,,11.5857,10.545,878372.0,1870380.0,97.48,16.55,,1693571072,NO,65.37,,69.47,,96,0.0,1951654,NO,NO,2026-06-17,3956900.0,-26.38
111,VSAT,76.72,2182968,Technology,Communication Equipment,97.0,77.0,93.0,96.0,6.8857,6.5129,2472673.0,3671470.0,93.03,14.0,,10477571072,NO,70.18,48.49,71.79,55.5,7443,0.0,2182968,NO,NO,2024-06-28,18455500.0,-17.53
115,ARWR,86.97,1782888,Healthcare,Biotechnology,97.0,91.0,93.0,85.0,4.088,4.088,2072845.0,3679650.0,87.83,14.3,,12250335232,NO,76.96,61.04,78.15,69.37,8192,0.29,1914834,NO,NO,2014-10-08,54778100.0,-0.98
116,TWST,91.03,2603382,Healthcare,Diagnostics & Research,97.0,95.0,96.0,98.0,7.1529,6.9893,1739747.0,2190530.0,105.47,23.3,,5668557312,NO,71.0,47.03,75.65,55.51,1928,0.0,2603387,NO,NO,2022-11-15,7568500.0,-13.69
131,MRNA,79.77,6932921,Healthcare,Biotechnology,97.0,98.0,95.0,97.0,6.1913,6.107,7795070.0,10866090.0,85.6,22.28,,31651639296,NO,53.71,41.68,58.56,49.77,1903,0.0,6934937,NO,NO,2020-12-01,125130400.0,-6.81
133,VSXY,78.25,1194005,Consumer Cyclical,Apparel Retail,97.0,81.0,95.0,91.0,4.0843,3.8564,2350172.0,2210080.0,88.57,17.53,,6220227072,NO,64.28,51.05,68.04,58.92,1245,0.0,1194005,NO,NO,2024-03-07,25901500.0,-11.65
136,GH,162.92,2466205,Healthcare,Diagnostics & Research,97.0,95.0,96.0,94.0,8.0807,7.2329,2704840.0,4698950.0,174.08,40.35,,21603180544,NO,119.97,99.02,130.84,108.45,1947,0.0,2466205,NO,NO,2026-06-26,18771300.0,-6.41
139,SEZL,177.63,393649,Financial Services,Credit Services,97.0,98.0,98.0,97.0,11.1088,10.6838,722232.0,660580.0,186.74,49.5,,5973167616,NO,122.03,82.72,135.93,91.61,705,0.0,393649,NO,NO,2023-09-19,10405200.0,-4.88
140,MKSI,349.57,1875816,Technology,Scientific & Technical Instruments,97.0,79.0,94.0,97.0,30.2343,23.9829,1304236.0,1877000.0,447.62,88.49,,23611402240,NO,333.68,226.56,342.87,266.23,6859,0.0,1877080,NO,NO,2017-11-21,9564400.0,-21.9
141,ELVN,50.92,2011668,Healthcare,Biotechnology,97.0,98.0,89.0,98.0,2.6882,2.6775,1352011.0,2319230.0,52.39,14.79,,3637637120,NO,42.65,29.87,44.0,34.96,1587,0.48,2011668,NO,NO,2022-09-07,25749275.0,-2.81
147,KLIC,105.87,1359744,Technology,Semiconductor Equipment & Materials,97.0,31.0,95.0,97.0,10.2843,9.3621,1006942.0,1753960.0,135.8,31.32,,5540481536,NO,106.55,67.55,109.66,80.0,13456,0.0,1359744,NO,NO,2000-08-03,23567800.0,-22.04
148,CRDO,246.4,7783637,Technology,Semiconductors,97.0,90.0,98.0,95.0,30.0164,25.2621,8754931.0,11604900.0,308.67,86.48,,45948153856,NO,220.09,159.63,227.1,164.18,1113,0.0,7783637,NO,NO,2026-06-26,38637200.0,-20.17
150,FLEX,131.52,4712117,Technology,Electronic Components,97.0,4.0,97.0,97.0,11.7221,10.1821,7056347.0,6758430.0,166.86,47.83,,48187555840,NO,136.84,82.28,142.76,92.97,8128,0.0,4712117,NO,NO,2005-10-26,102901552.0,-21.18
151,AXGN,44.57,1220455,Healthcare,Medical Devices,96.0,77.0,91.0,91.0,2.6614,2.6614,1220793.0,1684380.0,46.95,11.15,,2370135552,NO,42.47,31.97,42.95,36.77,9962,0.0,1220455,NO,NO,2025-07-29,5556000.0,-5.07
154,DRAM,60.59,75729574,ETF,ETF,96.0,12.0,,,6.3729,3.8971,36817398.0,69399370.0,81.34,26.14,,0,NO,58.54,,61.05,,65,0.0,75729574,YES,NO,2026-06-25,104823000.0,-25.51
156,STM,67.28,14095662,Technology,Semiconductors,96.0,6.0,97.0,97.0,4.5808,3.2444,12462044.0,11094920.0,81.42,21.11,,59798065152,NO,67.18,39.06,69.02,45.53,7945,0.0,14197930,YES,NO,1994-12-08,41167800.0,-17.37
159,EWTX,43.13,1281052,Healthcare,Biotechnology,96.0,92.0,89.0,96.0,2.6856,2.6374,1414480.0,1266700.0,43.93,12.3,,4640486400,NO,35.4,27.41,36.67,31.68,1325,1.0,1281052,NO,NO,2025-04-02,16114400.0,-1.82
161,AMAT,554.5,12522290,Technology,Semiconductor Equipment & Materials,96.0,87.0,95.0,96.0,54.6286,40.8745,9031672.0,14848200.0,739.67,154.47,,440250499072,NO,496.98,343.33,517.6,399.09,11670,0.0,12526363,YES,NO,1997-10-24,245229200.0,-25.03
168,XMTR,93.1,545283,Industrials,Industrial Distribution,96.0,89.0,97.0,92.0,4.914,4.7583,879195.0,842660.0,99.86,30.63,,5143389184,NO,81.81,60.73,89.08,64.37,1259,0.0,545283,NO,NO,2026-02-24,6999500.0,-6.77
171,IRDM,51.09,3178185,Communication Services,Telecom Services,96.0,29.0,95.0,98.0,3.4393,2.8379,2851573.0,4053530.0,57.18,15.65,,5413305856,NO,45.43,27.64,47.13,32.77,4602,0.0,3178185,NO,NO,2021-02-11,24324300.0,-10.65
178,LRCX,326.13,15500642,Technology,Semiconductor Equipment & Materials,96.0,23.0,94.0,95.0,31.7029,24.2429,11110085.0,16142880.0,438.5,90.94,,407848714240,NO,324.13,225.0,331.81,260.57,10624,0.0,15504890,YES,NO,2012-06-04,298766000.0,-25.63
184,MTRN,247.2,415863,Basic Materials,Other Industrial Metals & Mining,96.0,84.0,96.0,96.0,15.6132,14.1371,334072.0,509940.0,298.87,81.6,,5142126592,NO,227.78,159.4,238.21,178.96,11670,0.0,486969,NO,NO,2007-06-20,4251800.0,-17.29
186,HNGE,89.3,1977872,Healthcare,Health Information Services,96.0,98.0,98.0,96.0,4.0871,4.0871,1768372.0,2829690.0,90.91,30.08,,6910045696,NO,61.36,49.07,67.27,50.44,281,0.28,1977872,NO,NO,2025-05-22,9172800.0,-1.77
187,SPHR,156.48,648936,Communication Services,Entertainment,96.0,86.0,84.0,94.0,8.4636,8.4397,709249.0,753780.0,174.6,37.89,,5600763904,NO,144.41,105.4,147.57,122.74,1567,0.0,962785,NO,NO,2023-12-05,9793100.0,-10.38
208,FROG,96.2,2404392,Technology,Software - Application,96.0,88.0,97.0,94.0,5.2947,5.2647,3045036.0,5006310.0,99.22,34.05,,11651717120,NO,73.46,57.45,81.32,60.46,1457,0.0,2404392,NO,NO,2026-06-26,26093700.0,-3.04
214,AIS,72.37,716972,ETF,ETF,96.0,9.0,96.0,96.0,5.2609,3.4548,622375.0,985510.0,88.8,27.52,,0,NO,72.85,48.92,74.32,54.57,397,0.0,716972,NO,NO,2026-07-02,1490800.0,-18.5
216,DDOG,256.81,5365561,Technology,Software - Application,96.0,78.0,97.0,96.0,12.0765,11.699,5889716.0,4444480.0,278.7,98.01,,91414134784,NO,212.98,157.3,232.18,160.5,1707,0.0,5365561,NO,NO,2025-07-08,86386000.0,-7.85
217,CEVA,42.76,820581,Technology,Semiconductors,96.0,6.0,97.0,96.0,4.1829,3.6736,865936.0,738970.0,51.6,17.02,,1191266560,NO,40.37,27.27,41.77,28.59,5955,0.0,820581,NO,NO,2025-11-19,4236800.0,-17.13
224,MPLT,37.06,586374,Healthcare,Biotechnology,96.0,95.0,95.0,97.0,2.5417,2.5231,363439.0,546010.0,37.61,12.24,,1680510848,NO,30.07,,30.62,23.79,173,0.03,588335,NO,NO,2025-12-19,3294600.0,-1.46
227,CORT,94.04,1142041,Healthcare,Biotechnology,95.0,96.0,98.0,97.0,3.7386,3.6836,1094124.0,987150.0,94.77,28.66,,10095343616,NO,68.22,60.78,74.54,54.12,5592,0.81,1142041,NO,NO,2020-09-02,88404100.0,-0.77
233,DAVE,383.96,528641,Technology,Software - Application,95.0,98.0,97.0,95.0,25.5098,25.4283,616604.0,656240.0,408.59,152.21,,4881762304,NO,284.33,226.49,298.26,237.55,1305,0.0,528641,NO,NO,2022-07-27,3887050.0,-6.03
235,LGND,319.43,314531,Healthcare,Biotechnology,95.0,97.0,95.0,94.0,14.2977,13.7077,325904.0,828620.0,323.26,114.0,,6401715712,NO,248.28,208.9,260.59,221.39,8464,0.0,316467,NO,NO,2019-01-16,13747168.0,-1.18
237,PANW,337.04,8756981,Technology,Software - Infrastructure,95.0,94.0,97.0,96.0,15.1832,15.0375,8376875.0,7709500.0,368.17,139.57,,274687606784,NO,258.24,202.92,282.17,207.42,3509,0.0,8756981,NO,NO,2017-03-01,130718400.0,-8.46
238,EWY,181.29,23494810,ETF,ETF,95.0,8.0,93.0,95.0,11.9821,7.9604,19185740.0,22032040.0,220.89,70.36,,0,NO,188.48,129.43,190.75,147.95,6575,0.0,23494810,YES,NO,2026-03-03,65699600.0,-17.93
240,PTGX,140.85,1374243,Healthcare,Biotechnology,95.0,97.0,91.0,94.0,5.3886,5.3564,693222.0,984020.0,141.08,49.38,,9058256896,NO,106.99,91.14,111.47,97.79,2488,0.83,1374243,NO,NO,2021-10-11,45683600.0,-0.16
241,CRS,590.35,745149,Industrials,Metal Fabrication,95.0,94.0,94.0,95.0,24.5786,23.6571,757950.0,1129550.0,625.99,228.0,,29331900416,NO,496.09,376.24,515.08,420.6,13456,0.0,745149,NO,NO,2020-07-31,10557100.0,-5.69
242,GGLL,119.71,1144004,ETF,ETF,95.0,18.0,92.0,80.0,7.5825,6.8339,1441804.0,1573650.0,153.0,33.27,,0,NO,126.46,99.04,125.74,107.56,960,0.0,1144004,NO,NO,2025-05-07,11451700.0,-21.76
243,FTNT,158.67,5824911,Technology,Software - Infrastructure,95.0,79.0,97.0,96.0,6.165,5.9964,6468721.0,5986360.0,163.57,70.12,,116249321472,NO,129.83,93.96,141.07,101.12,4181,0.0,5824911,NO,NO,2018-10-10,166853000.0,-3.0
245,PSI,148.34,618389,ETF,ETF,95.0,12.0,94.0,95.0,11.8089,8.6932,441893.0,451760.0,189.24,57.31,,0,NO,155.4,104.33,157.49,118.36,5291,0.0,618389,NO,NO,2007-10-25,9293700.0,-21.61
246,KYMR,119.24,821549,Healthcare,Biotechnology,95.0,98.0,92.0,94.0,8.2743,7.6746,774162.0,1886070.0,130.05,36.65,,9808394240,NO,87.93,77.1,92.02,84.28,1474,0.4,821583,NO,NO,2025-12-08,7495500.0,-8.31
247,FLKR,59.44,657834,ETF,ETF,95.0,10.0,93.0,95.0,3.8875,2.4527,787334.0,909940.0,72.49,23.88,,0,NO,61.15,42.35,61.89,48.09,2147,0.0,657834,NO,NO,2024-07-25,4655000.0,-18.0
249,SOXX,551.69,11894506,ETF,ETF,95.0,11.0,95.0,95.0,38.1871,27.4493,9185026.0,10902050.0,655.95,232.33,,0,NO,550.84,379.45,561.87,423.18,6281,0.0,11904480,YES,NO,2025-10-10,26691200.0,-15.89
251,FIX,1683.44,562502,Industrials,Engineering & Construction,95.0,7.0,77.0,94.0,115.9036,93.6736,457913.0,590060.0,2073.99,513.99,,59230097408,NO,1883.03,1316.74,1856.95,1498.43,7300,0.0,503709,NO,NO,2025-12-19,8010000.0,-18.83
268,ENVA,237.0,247316,Financial Services,Credit Services,95.0,97.0,96.0,91.0,8.6238,8.4588,309836.0,524120.0,246.38,99.61,,5897720320,NO,183.62,150.71,192.19,165.56,2926,0.0,247316,NO,NO,2015-12-18,2255200.0,-3.81
269,HUM,394.62,822167,Healthcare,Healthcare Plans,95.0,89.0,97.0,92.0,13.8268,13.7411,1643077.0,1501060.0,415.0,163.11,,47378669568,NO,321.29,254.24,345.86,257.3,11217,0.0,822167,NO,NO,2008-03-12,64314100.0,-4.91
275,KRYS,368.6,271268,Healthcare,Biotechnology,95.0,94.0,92.0,92.0,13.5644,13.1929,313442.0,401960.0,382.54,130.5,,10866238464,NO,315.0,256.07,330.34,285.6,2209,0.0,274639,NO,NO,2021-11-29,8480400.0,-3.64
282,USD,85.68,1281127,ETF,ETF,95.0,3.0,96.0,93.0,8.9721,6.6427,1064398.0,955830.0,116.5,37.17,,0,NO,94.88,64.55,94.94,69.94,4887,0.0,1281127,NO,NO,2008-12-09,144076800.0,-26.45
283,BHE,81.01,651984,Technology,Electronic Components,95.0,11.0,93.0,96.0,5.5779,4.8618,488372.0,653440.0,100.41,34.44,,2906398720,NO,85.93,58.51,86.52,66.08,9071,0.0,651984,NO,NO,2003-04-22,6885225.0,-19.32
286,SOXQ,96.78,3159774,ETF,ETF,95.0,10.0,94.0,94.0,6.4365,4.6154,2538822.0,3270550.0,115.33,42.67,,0,NO,97.81,68.78,99.51,76.04,1272,0.0,3163346,NO,NO,2026-06-05,6881000.0,-16.08
287,AXSM,249.76,1036201,Healthcare,Biotechnology,95.0,83.0,93.0,90.0,9.5581,9.4924,919303.0,1721480.0,260.19,96.09,,12852591616,NO,231.07,174.78,238.93,195.36,2670,0.0,1055370,NO,NO,2019-01-07,51674500.0,-4.01
296,CRWD,194.62,9307988,Technology,Software - Infrastructure,95.0,83.0,97.0,95.0,8.8761,8.7887,13654124.0,12146320.0,209.5,85.68,,198173605888,NO,158.47,126.5,170.26,128.22,1776,0.0,9307988,YES,NO,2024-06-21,209024000.0,-7.1
301,TSMX,85.38,1527628,ETF,ETF,94.0,10.0,93.0,93.0,9.5116,7.447,1111985.0,1051500.0,106.32,30.79,,0,NO,84.89,63.17,84.92,69.43,439,0.0,1530879,NO,NO,2025-01-27,3911500.0,-19.7
306,LSCC,130.6,2250410,Technology,Semiconductors,94.0,6.0,90.0,94.0,10.0786,8.4732,2214595.0,2223970.0,157.01,46.43,,17893226496,NO,136.46,96.15,137.73,107.67,9229,0.0,2271385,NO,NO,2016-11-03,33890700.0,-16.82
307,MIRM,128.31,896449,Healthcare,Biotechnology,94.0,97.0,90.0,94.0,6.0735,5.9089,995009.0,1276790.0,129.0,49.22,,7824501248,NO,103.79,88.59,108.71,97.59,1751,1.39,902354,NO,NO,2019-12-16,8442800.0,-0.53
309,MRX,67.21,754170,Financial Services,Capital Markets,94.0,95.0,93.0,95.0,3.6027,3.5327,1061575.0,1224160.0,68.31,27.91,,4834473984,NO,57.63,42.81,59.48,47.85,550,0.0,1090848,NO,NO,2024-04-25,7269100.0,-1.61
310,ATRO,70.19,908679,Industrials,Aerospace & Defense,94.0,60.0,84.0,93.0,4.7959,4.7045,743129.0,922600.0,88.72,21.76,,3463764992,NO,68.76,53.94,70.67,60.92,11670,0.0,924728,NO,NO,2025-09-10,7185830.0,-20.89
312,TGTX,58.06,2075484,Healthcare,Biotechnology,94.0,98.0,96.0,96.0,2.6566,2.5434,2380554.0,3179630.0,58.5,25.28,,8888033280,NO,44.0,34.9,46.93,36.3,4069,0.54,2099389,NO,NO,2023-11-01,50843300.0,-0.75
314,ESTA,91.04,669223,Healthcare,Medical Devices,94.0,93.0,94.0,87.0,3.9057,3.8686,612567.0,1137500.0,92.84,33.35,,2679342848,NO,76.07,66.06,79.03,71.73,2001,0.0,669223,NO,NO,2023-11-08,10486500.0,-1.94
315,DVA,234.31,910794,Healthcare,Medical Care Facilities,94.0,94.0,95.0,96.0,6.28,6.0279,854339.0,891410.0,239.64,101.0,,15039186944,NO,196.11,147.19,208.63,160.42,7719,0.0,910794,NO,NO,1999-02-18,56235600.0,-2.22
318,TWLO,211.97,1869970,Technology,Software - Infrastructure,94.0,9.0,95.0,92.0,9.6932,9.4332,2741127.0,1921160.0,238.48,91.84,,32171503616,NO,193.82,140.98,200.76,153.4,2522,0.0,2145974,NO,NO,2022-11-04,44840800.0,-11.12
319,KNSA,67.29,946831,Healthcare,Drug Manufacturers - Specialty & Generic,94.0,97.0,91.0,94.0,2.7864,2.6906,811965.0,1470480.0,67.53,26.27,,5177159168,NO,54.71,45.36,56.32,48.73,2038,0.84,946918,NO,NO,2025-06-27,8685900.0,-0.36
320,OKTA,148.47,2916442,Technology,Software - Infrastructure,94.0,94.0,97.0,95.0,6.9954,6.8275,4063206.0,3341240.0,153.19,62.66,,25805178880,NO,104.69,89.43,114.92,92.27,2323,0.0,2916442,NO,NO,2022-09-01,45872000.0,-3.08
322,ARCB,145.15,340618,Industrials,Trucking,94.0,40.0,92.0,96.0,6.4311,6.3089,389629.0,480690.0,176.69,59.43,,3231587584,NO,137.34,97.98,140.87,111.93,8596,1.45,352200,NO,NO,1992-05-13,9338300.0,-17.85
329,ECPG,90.17,374331,Financial Services,Credit Services,94.0,88.0,85.0,94.0,2.8107,2.7864,356337.0,411860.0,94.6,35.67,,1933281920,NO,83.39,63.22,84.29,71.39,6789,0.0,374331,NO,NO,2005-01-20,6711200.0,-4.68
331,CAT,940.12,3711687,Industrials,Farm & Heavy Construction Machinery,94.0,50.0,88.0,93.0,46.8364,34.8836,3000924.0,4679500.0,1073.46,391.52,,433011720192,NO,918.43,701.88,924.33,777.55,16235,0.0,3711687,NO,NO,2006-10-20,67780400.0,-12.42
336,SNEX,121.49,857867,Financial Services,Capital Markets,94.0,80.0,92.0,96.0,7.6486,7.5043,832454.0,1196710.0,141.99,53.53,,9628264448,NO,118.38,83.48,122.03,94.1,7886,0.0,857869,NO,NO,2006-12-21,8230275.0,-14.44
339,VCYT,56.16,1136135,Healthcare,Diagnostics & Research,94.0,89.0,96.0,87.0,2.9268,2.8102,1177031.0,1404630.0,60.91,22.61,,4481155072,NO,46.11,39.86,49.37,40.73,3188,0.0,1136135,NO,NO,2025-07-28,15571600.0,-7.8
346,VRT,305.58,5961869,Industrials,Electrical Equipment & Parts,94.0,16.0,78.0,95.0,25.0115,19.1297,6298795.0,8499160.0,379.94,110.06,,117375959040,NO,324.54,234.23,320.06,262.15,1991,0.0,5961869,NO,NO,2026-03-20,87826600.0,-19.57
347,TIGO,92.95,1111546,Communication Services,Telecom Services,94.0,80.0,73.0,94.0,3.7216,3.5659,1762544.0,1954620.0,95.75,36.59,,15572976640,NO,85.81,66.27,86.77,74.56,1882,0.0,1182637,NO,NO,2026-05-29,15237500.0,-2.92
348,ATI,183.26,1654191,Industrials,Metal Fabrication,94.0,63.0,84.0,92.0,7.24,7.0318,1836703.0,1906510.0,205.31,70.42,,25009569792,NO,175.2,133.57,179.61,153.11,6690,0.0,1654193,NO,NO,2025-03-21,25961500.0,-10.74
357,SMH,581.45,14239919,ETF,ETF,94.0,13.0,93.0,93.0,32.63,23.5329,10552891.0,13105690.0,671.83,279.19,,0,NO,584.05,428.97,593.3,469.63,6560,0.0,14340961,YES,NO,2004-12-09,106899600.0,-13.45
358,ILMN,191.76,2582555,Healthcare,Diagnostics & Research,94.0,90.0,94.0,91.0,7.0964,6.84,1840991.0,2207500.0,196.66,88.0,,29013286912,NO,155.55,131.15,163.4,141.22,6522,0.0,2582555,NO,NO,2024-06-21,36257766.0,-2.49
